variant_id,card_id,variant
20902,xy8-74,normal
20903,zsv10pt5-81,normal
20905,base6-34,normal
20906,col1-52,normal
20907,pl3-24,normal
20909,sm10-231,holofoil
20910,sm6-78,normal
20912,sv3-223,holofoil
20913,dp4-41,normal
20914,mcd21-11,normal
20915,swsh5-155,holofoil
20916,gym2-100,1stEdition
20919,neo3-54,unlimited
20920,mcd11-8,holofoil
20921,sv5-206,holofoil
20922,sm115-46,normal
20924,xyp-XY193,holofoil
20925,sv4pt5-139,holofoil
20926,swsh5-78,normal
20929,swshp-SWSH161,holofoil
20930,sma-SV14,holofoil
20934,sm9-137,normal
20935,sv4-237,holofoil
20937,hgss3-43,normal
20938,ecard1-67,normal
20942,ex14-59,normal
20944,swsh3-175,normal
20945,base2-7,1stEditionHolofoil
20946,neo3-44,unlimited
20947,xy12-44,normal
20949,swsh10-94,holofoil
20950,dp6-98,normal
20951,base5-16,unlimitedHolofoil
20952,gym2-82,1stEdition
20954,ecard2-107,normal
20956,ex15-97,holofoil
20957,sv10-63,normal
20958,swsh9-25,normal
20959,sm10-200,holofoil
20962,swsh10-114,holofoil
20963,swsh10-59,normal
20964,sm5-126,normal
20967,ex1-42,normal
20968,swshp-SWSH038,holofoil
20969,g1-RC5,holofoil
20970,sm9-122,normal
20971,zsv10pt5-165,holofoil
20972,swsh4-71,holofoil
20974,pop2-9,normal
20975,ex5-101,holofoil
20976,ex15-7,holofoil
20978,sv3-165,normal
20981,swsh7-226,holofoil
20982,sv4pt5-39,normal
20984,neo2-32,unlimited
20985,sv6-29,holofoil
20986,swsh10-148,normal
20987,swsh7-45,normal
20988,sv1-171,normal
20990,pgo-42,normal
20991,pl1-29,normal
20993,sv4pt5-14,normal
20995,sv10-239,holofoil
20996,sv4-180,normal
20999,xy10-60,normal
21002,dp4-61,normal
21004,bw4-90,normal
21005,xy10-74,normal
21007,ex6-39,normal
21009,swshp-SWSH121,holofoil
21010,gym2-117,unlimited
21012,sv5-124,normal
21014,ex8-23,normal
21015,sv8-146,normal
21016,sv4-173,normal
21017,ecard3-49,normal
21019,sv10-33,normal
21021,xy11-69,normal
21022,zsv10pt5-28,holofoil
21023,sv3pt5-58,normal
21027,sv4-232,holofoil
21028,swsh6-102,normal
21029,gym2-84,unlimited
21030,swsh11tg-TG28,holofoil
21031,ex14-71,normal
21032,pl1-43,normal
21034,ex15-43,normal
21035,bw1-92,normal
21036,neo1-45,unlimited
21037,sv4-220,holofoil
21039,xy1-79,holofoil
21041,sv7-109,normal
21042,swsh3-192,holofoil
21044,ex9-28,normal
21045,sm12-28,normal
21046,sv1-6,normal
21047,bw10-80,normal
21049,dp5-36,normal
21051,swsh5-113,normal
21054,swsh7-210,holofoil
21055,ecard3-63,normal
21056,swsh6-66,normal
21057,dp5-5,holofoil
21058,pl3-14,holofoil
21060,swsh7-236,holofoil
21061,np-1,normal
21062,swsh12pt5gg-GG07,holofoil
21063,sm115-57,normal
21064,ex9-50,normal
21068,sv4-44,normal
21069,zsv10pt5-138,holofoil
21072,xy9-62,holofoil
21073,pl4-5,holofoil
21075,pop4-4,holofoil
21076,swsh12tg-TG29,holofoil
21080,swsh45sv-SV060,holofoil
21082,sv2-88,normal
21084,pl3-37,normal
21086,neo1-57,unlimited
21088,swsh10-33,normal
21089,xy1-116,normal
21090,ex15-8,holofoil
21092,swsh12-43,normal
21095,bw7-22,normal
21096,xy11-14,normal
21097,hgss2-29,normal
21098,mcd21-8,normal
21099,dp4-104,holofoil
21102,swsh1-66,normal
21103,ex8-93,normal
21104,swshp-SWSH261,holofoil
21105,neo2-61,unlimited
21106,xy10-94,normal
21107,xy12-45,holofoil
21108,ex7-26,normal
21110,sv6-144,normal
21111,swsh10-46,holofoil
21112,bw7-10,normal
21113,gym2-69,unlimited
21116,sm6-56,holofoil
21118,rsv10pt5-76,normal
21119,ex11-22,normal
21120,sv8pt5-160,holofoil
21121,gym1-130,1stEdition
21122,xy3-106,holofoil
21124,gym1-132,1stEdition
21127,neo1-110,unlimited
21128,bw10-34,normal
21129,g1-69,normal
21131,sv7-91,normal
21133,swsh2-51,normal
21134,sv10-176,normal
21135,bwp-BW68,normal
21136,svp-157,holofoil
21137,sv6-152,holofoil
21138,neo1-88,unlimited
21140,ex6-25,normal
21142,sv6-95,holofoil
21144,pl2-2,holofoil
21145,dp3-125,normal
21149,dp3-64,normal
21150,xy11-5,normal
21153,sv3-148,normal
21155,mcd21-5,normal
21156,sv4pt5-202,holofoil
21157,sv9-71,normal
21158,g1-RC28,holofoil
21162,ecard3-125,normal
21163,ecard3-H14,holofoil
21164,sv6pt5-12,holofoil
21165,neo1-103,unlimited
21166,neo4-78,1stEdition
21168,pop7-3,normal
21170,sv2-4,normal
21171,neo1-18,1stEditionHolofoil
21172,base2-38,unlimited
21174,swshp-SWSH188,holofoil
21175,sm11-187,normal
21177,dp5-33,normal
21180,sv7-52,normal
21182,bw8-54,normal
21183,base1-81,normal
21184,bw1-45,normal
21185,neo1-58,unlimited
21188,dp1-48,normal
21189,neo3-41,unlimited
21190,swsh9-48,holofoil
21192,swsh4-109,normal
21193,base1-72,normal
21195,xy8-65,normal
21196,bw6-24,normal
21198,sv4pt5-88,holofoil
21199,col1-25,normal
21200,sm11-36,normal
21201,xy8-92,holofoil
21204,ex5-88,normal
21205,neo3-62,1stEdition
21207,me1-27,normal
21208,base6-65,normal
21209,xy8-20,holofoil
21210,xy6-72,holofoil
21212,sv4pt5-81,normal
21215,sv4pt5-116,holofoil
21216,base4-55,normal
21218,sv6pt5-8,normal
21222,dp6-114,normal
21223,hgss2-TWO,holofoil
21224,sm115-19,normal
21225,swsh10-192,holofoil
21226,swsh5-89,normal
21227,sv6pt5-51,normal
21228,sv8-61,normal
21229,sv2-20,normal
21230,bw8-79,normal
21231,bw4-74,holofoil
21232,sm9-80,normal
21233,sm3-123,normal
21234,neo4-77,unlimited
21236,rsv10pt5-1,normal
21237,sm4-50,normal
21238,ex15-6,holofoil
21240,sv4pt5-52,normal
21243,swsh8-85,normal
21245,xy3-46,holofoil
21246,me1-35,normal
21248,sm11-218,holofoil
21251,sv10-243,holofoil
21252,base5-64,1stEdition
21254,sm75-66,holofoil
21255,ex15-64,normal
21257,sv4-101,normal
21260,sm10-71,normal
21261,sv6-137,normal
21262,swshp-SWSH171,holofoil
21264,xy3-70,normal
21265,sm11-73,normal
21266,swshp-SWSH057,holofoil
21267,swsh5-84,normal
21268,swsh8-72,normal
21269,ecard2-88,normal
21270,pl4-77,normal
21271,ex14-24,normal
21273,pl3-62,normal
21274,sm10-4,normal
21275,sv8pt5-52,normal
21277,sv8-76,holofoil
21282,sv4-118,holofoil
21283,swsh7-227,holofoil
21285,base4-28,normal
21286,sv10-138,normal
21287,sv9-168,holofoil
21290,sm10-49,normal
21293,bw2-37,normal
21295,pgo-10,holofoil
21298,dp3-127,normal
21299,sm3-62,holofoil
21301,swsh1-187,holofoil
21303,xy4-115,holofoil
21305,sv7-114,normal
21306,sm115-64,normal
21307,sm8-219,holofoil
21308,neo4-44,1stEdition
21310,sm6-79,holofoil
21312,bw2-58,normal
21313,xy3-13,normal
21316,ecard2-H31,holofoil
21318,sm5-6,normal
21319,hgss3-60,normal
21320,ex15-33,normal
21321,base5-26,unlimited
21322,gym2-82,unlimited
21324,pop5-1,normal
21325,ex2-36,normal
21327,ex6-46,normal
21328,swsh8-207,normal
21330,sv4-185,holofoil
21331,sm8-220,holofoil
21333,xy12-72,holofoil
21334,me2-1,normal
21335,base1-25,normal
21336,sv10-182,normal
21337,sv8pt5-103,normal
21338,ecard1-15,holofoil
21339,bw3-79,holofoil
21340,xy3-14,holofoil
21341,ex6-63,normal
21343,bw3-36,normal
21344,pgo-9,normal
21345,ex9-47,normal
21347,neo3-11,1stEditionHolofoil
21348,dp3-61,normal
21350,swsh3-51,normal
21352,swsh7-108,normal
21358,swsh3-17,normal
21361,bw9-102,normal
21363,xy1-26,holofoil
21364,sv10-163,normal
21367,sv9-45,normal
21368,swsh45sv-SV080,holofoil
21370,sv6pt5-85,holofoil
21371,swsh5-107,holofoil
21372,xy11-2,normal
21374,sv7-86,normal
21375,swsh10-85,normal
21376,sm8-37,holofoil
21377,sm9-169,holofoil
21382,gym1-11,unlimitedHolofoil
21383,rsv10pt5-144,holofoil
21388,ex7-60,normal
21390,swsh8-45,holofoil
21391,gym2-63,1stEdition
21392,xy11-37,normal
21393,base4-11,holofoil
21394,dp5-98,holofoil
21395,hgss2-3,holofoil
21397,sv7-126,normal
21398,sm8-208,holofoil
21399,ex9-48,normal
21401,sm8-109,normal
21403,rsv10pt5-2,normal
21404,me1-66,normal
21406,swsh8-238,normal
21407,swsh45sv-SV044,holofoil
21408,sv8-176,holofoil
21409,xy9-105,normal
21412,sv6pt5-33,normal
21413,swsh6-43,holofoil
21415,sv2-116,normal
21416,swshp-SWSH122,holofoil
21419,pgo-39,normal
21421,neo1-53,1stEdition
21422,sv6pt5-60,holofoil
21424,swshp-SWSH082,holofoil
21426,gym1-12,unlimitedHolofoil
21427,swsh4-195,holofoil
21428,dp1-113,normal
21429,g1-70,normal
21431,neo4-48,unlimited
21433,xy2-59,normal
21436,bw9-93,normal
21437,swsh12-137,normal
21439,swsh10-118,normal
21440,rsv10pt5-129,holofoil
21441,sv6pt5-78,holofoil
21442,swsh8-125,normal
21444,sv4-240,holofoil
21445,sv7-21,normal
21446,ecard1-34,normal
21448,pl1-48,normal
21449,swshp-SWSH291,holofoil
21452,sv2-91,normal
21454,sv6-23,holofoil
21455,sm4-105,holofoil
21457,xyp-XY28,holofoil
21458,sm5-95,normal
21459,bw5-37,normal
21461,sv3pt5-179,holofoil
21462,sma-SV7,holofoil
21464,ex13-53,normal
21466,swsh7-54,normal
21467,xy8-112,normal
21468,base5-42,unlimited
21470,bw6-28,holofoil
21471,sv9-178,holofoil
21474,ex11-58,normal
21477,xy6-64,holofoil
21482,pl3-90,normal
21483,xyp-XY128,holofoil
21486,sm10-7,normal
21487,sv9-34,normal
21488,ex12-58,normal
21489,swshp-SWSH130,holofoil
21491,neo1-24,unlimited
21492,neo1-94,unlimited
21494,ex9-19,normal
21496,swsh12-135,holofoil
21498,sm2-74,holofoil
21499,sm8-43,normal
21500,gym1-24,unlimited
21503,sm7-8,normal
21504,swshp-SWSH252,holofoil
21507,zsv10pt5-61,normal
21509,bw5-12,normal
21511,pl3-59,normal
21512,gym2-18,1stEditionHolofoil
21514,swsh12pt5gg-GG26,holofoil
21516,sm8-87,normal
21517,sv9-111,holofoil
21518,sv3pt5-170,holofoil
21519,swsh6-113,holofoil
21520,sm6-121,holofoil
21521,neo3-22,unlimited
21522,swshp-SWSH142,holofoil
21523,neo4-29,1stEdition
21525,neo4-69,1stEdition
21526,bw2-53,normal
21529,ex5-43,normal
21531,swsh10-149,normal
21532,col1-39,normal
21533,sm12-60,normal
21534,ex1-46,normal
21535,sv8-224,holofoil
21536,sv3-208,holofoil
21537,swshp-SWSH055,holofoil
21538,sv7-151,holofoil
21539,hgss2-38,normal
21540,swsh45-23,normal
21541,sm4-82,normal
21542,swsh12-95,normal
21545,xy3-81,normal
21546,sv5-114,normal
21547,mcd21-15,holofoil
21548,smp-SM90,holofoil
21549,swsh10-123,normal
21551,swsh12pt5-105,holofoil
21554,swsh12pt5-13,holofoil
21555,sv4-102,normal
21556,pl2-48,normal
21557,sm6-54,normal
21558,swsh2-48,normal
21559,neo4-24,1stEdition
21562,sv8pt5-63,normal
21563,ex3-51,normal
21564,xy9-28,normal
21566,swsh1-49,holofoil
21567,swsh7-184,holofoil
21568,me2-12,normal
21571,swsh2-206,holofoil
21573,rsv10pt5-62,holofoil
21574,sv6-113,normal
21575,sv3-157,normal
21576,sm35-50,normal
21577,sv2-45,normal
21580,ex3-80,normal
21581,bw11-101,holofoil
21582,sv8-183,holofoil
21583,base3-15,1stEditionHolofoil
21586,me2-13,holofoil
21587,sv5-103,normal
21588,bw1-77,normal
21590,bw8-69,normal
21591,swsh1-186,normal
21592,base4-118,normal
21593,xy12-71,normal
21594,swsh8-251,holofoil
21596,svp-123,holofoil
21597,sm75-77,holofoil
21599,base5-56,1stEdition
21600,base2-31,1stEdition
21601,swshp-SWSH103,holofoil
21603,sm2-17,normal
21604,swsh8-274,holofoil
21605,base5-54,unlimited
21606,swsh12pt5-152,holofoil
21607,sv10-228,holofoil
21613,ex6-43,normal
21614,neo1-7,1stEditionHolofoil
21615,smp-SM223,holofoil
21617,xy9-6,normal
21618,dp2-103,normal
21619,swsh9tg-TG18,holofoil
21620,base2-17,unlimited
21623,gym2-4,unlimitedHolofoil
21624,swsh11tg-TG19,holofoil
21627,hgss4-47,normal
21628,sm115-29,normal
21630,sv6-104,normal
21631,xy9-57,holofoil
21632,base3-56,1stEdition
21633,sv7-68,normal
21634,ex16-37,normal
21635,sm2-80,normal
21637,pl2-10,holofoil
21640,swsh45-57,normal
21641,sm12-42,normal
21642,ecard1-57,normal
21643,ex15-39,normal
21644,sm115-60,normal
21645,sv4pt5-132,holofoil
21646,bw4-56,normal
21647,svp-150,normal
21649,hgss1-103,normal
21654,sv2-102,normal
21657,xyp-XY103,holofoil
21658,xy3-41,normal
21659,xy2-53,normal
21661,base5-41,1stEdition
21663,sv8-73,normal
21665,dp1-57,normal
21666,ex10-86,normal
21667,ex5-54,normal
21671,bw7-88,normal
21672,me1-187,holofoil
21673,sv3-163,normal
21677,pop6-11,normal
21678,hgss4-98,holofoil
21679,dp7-20,normal
21681,sv8-85,normal
21683,sv3-192,normal
21684,swshp-SWSH275,holofoil
21685,pl1-99,normal
21689,swsh5-34,normal
21690,swsh10tg-TG26,holofoil
21691,xy2-49,normal
21692,xy10-16,normal
21693,sm75-60,normal
21696,sv6pt5-59,normal
21698,dp1-100,normal
21703,bwp-BW004,holofoil
21707,swsh8-167,normal
21708,dp7-85,normal
21710,neo1-38,unlimited
21711,ex16-29,normal
21716,sv3pt5-80,normal
21717,swsh4-66,normal
21718,xyp-XY196,holofoil
21719,swsh6-195,holofoil
21721,sv5-117,holofoil
21723,rsv10pt5-63,normal
21724,swsh12-173,holofoil
21726,ex14-3,holofoil
21727,sv8-168,normal
21728,sm3-59,normal
21729,me1-85,normal
21731,swsh9-113,normal
21733,dp1-3,holofoil
21734,pop3-2,normal
21736,sv4pt5-144,holofoil
21737,sm6-45,normal
21738,bw6-76,normal
21739,neo1-22,unlimited
21740,pl4-95,holofoil
21741,hgss1-53,normal
21742,ex3-57,normal
21743,sm2-10,holofoil
21744,sv7-154,holofoil
21745,swsh12pt5-50,normal
21747,sm6-92,normal
21750,swsh7-75,holofoil
21751,sv8pt5-121,normal
21754,sv3pt5-6,holofoil
21758,swsh11tg-TG22,holofoil
21760,swsh12pt5-88,normal
21762,pl3-72,normal
21764,pl4-59,normal
21766,dp3-73,normal
21769,bw6-97,holofoil
21770,ex15-80,normal
21771,ex7-47,normal
21772,zsv10pt5-96,holofoil
21773,swsh45sv-SV120,holofoil
21775,sv3pt5-168,holofoil
21776,swsh12tg-TG11,holofoil
21779,neo1-31,1stEdition
21781,sv1-221,holofoil
21784,pl2-82,normal
21787,sm35-42,holofoil
21788,dp5-56,normal
21789,ecard3-13,normal
21791,swsh12tg-TG04,holofoil
21792,swshp-SWSH116,holofoil
21793,xy6-110,holofoil
21795,pl3-1,holofoil
21796,sv9-110,normal
21797,bw6-66,normal
21799,xy12-15,holofoil
21800,swsh12-67,normal
21801,ex16-63,normal
21804,sv7-11,normal
21806,base2-5,unlimitedHolofoil
21807,swsh7-89,normal
21812,ex12-84,holofoil
21813,sma-SV9,holofoil
21815,dp7-14,normal
21816,bw11-RC19,holofoil
21818,dp4-23,normal
21819,swsh12-102,holofoil
21820,pl1-3,holofoil
21821,sv2-6,normal
21824,swsh10-144,normal
21825,bw8-128,holofoil
21826,ex12-69,normal
21827,sm8-162,normal
21828,ex1-100,holofoil
21831,swsh1-183,normal
21834,ex9-30,normal
21835,pl2-95,normal
21836,swsh12pt5gg-GG11,holofoil
21837,me1-124,normal
21838,smp-SM205,holofoil
21839,swsh5-70,normal
21841,sm11-236,holofoil
21842,xy1-55,holofoil
21843,xy4-92,normal
21844,ex5-34,normal
21847,ex10-79,normal
21848,base3-46,unlimited
21851,swsh6-123,holofoil
21852,swsh12-164,normal
21854,swsh1-194,holofoil
21855,neo4-11,unlimitedHolofoil
21856,xy10-62,holofoil
21860,sm10-229,holofoil
21863,swsh9-8,holofoil
21866,sv4pt5-40,holofoil
21867,sm8-22,holofoil
21868,hgss4-64,normal
21869,sv5-185,holofoil
21870,ex16-3,holofoil
21871,sv4-225,holofoil
21872,ex10-74,normal
21873,dp5-52,normal
21874,sv1-74,normal
21875,sv6pt5-5,normal
21879,ecard3-95,normal
21880,sv9-147,normal
21881,swsh8-22,holofoil
21882,col1-47,normal
21888,ecard2-36,normal
21890,sm11-217,holofoil
21893,sv8-63,normal
21894,sm4-3,normal
21895,sv4pt5-123,holofoil
21896,sv6-187,holofoil
21897,swsh10-39,holofoil
21900,sv10-28,normal
21901,svp-75,holofoil
21902,sm7-17,normal
21905,bw5-68,normal
21907,pop9-11,normal
21908,swsh1-5,normal
21910,sv2-74,normal
21911,gym1-10,unlimitedHolofoil
21914,xy2-67,normal
21916,sv1-192,normal
21917,ecard1-91,normal
21918,rsv10pt5-132,holofoil
21919,sv8pt5-109,normal
21921,dc1-5,holofoil
21922,sv4pt5-2,holofoil
21923,sm1-48,normal
21924,pop9-5,normal
21925,zsv10pt5-115,holofoil
21931,neo1-21,1stEdition
21932,swsh6-35,normal
21933,sm7-39,normal
21935,swsh10tg-TG18,holofoil
21936,sm8-210,holofoil
21937,xy1-70,normal
21939,sm9-113,holofoil
21942,ex5-44,normal
21943,swsh8-141,normal
21944,ex2-80,normal
21946,gym1-71,unlimited
21947,bw9-13,holofoil
21948,swsh12pt5-113,holofoil
21950,gym1-59,1stEdition
21952,pl1-91,normal
21953,bwp-BW89,holofoil
21954,swsh7-230,holofoil
21957,basep-19,normal
21958,dp5-41,normal
21960,sv5-152,holofoil
21961,xy6-8,normal
21963,swsh4-58,normal
21965,sv4pt5-75,holofoil
21966,ex6-56,normal
21967,gym2-28,unlimited
21971,ex10-5,holofoil
21973,swsh8-134,normal
21974,sv9-172,holofoil
21975,swsh8-10,normal
21978,swsh8-235,normal
21981,gym2-55,1stEdition
21982,swsh5-148,holofoil
21983,sm4-106,holofoil
21984,swshp-SWSH079,holofoil
21987,bw7-68,normal
21988,dp5-87,normal
21990,swsh9-1,normal
21991,gym1-37,1stEdition
21992,sv5-126,normal
21993,sv10-108,normal
21994,me1-138,holofoil
21996,swsh7-39,normal
21997,sm12-26,normal
22001,hgss3-34,normal
22002,base5-45,1stEdition
22003,sv1-127,normal
22004,xy1-113,normal
22005,ex2-21,normal
22008,swsh10tg-TG02,holofoil
22009,sv1-151,normal
22012,dp3-81,normal
22014,swsh12pt5gg-GG18,holofoil
22015,swsh12-203,holofoil
22019,sm4-90,holofoil
22021,gym1-15,unlimitedHolofoil
22023,swsh6-219,holofoil
22024,sv3-202,holofoil
22026,dp7-54,normal
22027,xy10-29,holofoil
22028,sm3-42,normal
22029,bw8-46,holofoil
22030,smp-SM19,holofoil
22031,sv8pt5-114,normal
22033,neo4-2,1stEditionHolofoil
22035,sm9-22,normal
22037,swsh1-204,holofoil
22038,neo4-87,1stEdition
22039,ex6-79,normal
22040,neo3-6,1stEditionHolofoil
22042,swsh2-30,normal
22044,sm1-64,normal
22045,bw4-65,normal
22046,pop6-9,normal
22048,sv9-141,normal
22050,cel25-11,holofoil
22052,xy5-47,normal
22053,sv3-178,normal
22054,xy4-4,normal
22058,swsh7-151,normal
22059,dp6-90,normal
22063,ex13-2,holofoil
22064,bw11-54,holofoil
22065,gym1-40,1stEdition
22066,dp6-52,normal
22067,neo3-63,unlimited
22068,ex7-37,normal
22069,ex1-31,normal
22072,sv3pt5-49,normal
22074,sm8-156,normal
22075,swsh3-40,normal
22079,neo4-35,unlimited
22080,sv8-207,holofoil
22081,swsh45sv-SV118,holofoil
22083,sm8-181,normal
22084,ex6-97,normal
22085,bw9-91,normal
22086,ex14-53,normal
22087,sv9-52,normal
22088,gym2-52,unlimited
22089,swsh7-94,holofoil
22090,swsh12-60,normal
22091,base2-40,1stEdition
22092,sv1-98,normal
22093,ex15-52,normal
22096,swsh8-74,normal
22101,hgss1-12,holofoil
22102,sv4-54,normal
22103,ex2-49,normal
22104,zsv10pt5-157,holofoil
22105,ex10-82,normal
22107,ecard2-18,normal
22108,sm6-11,holofoil
22109,rsv10pt5-5,holofoil
22110,sm11-253,holofoil
22111,bw8-15,normal
22113,swsh12-98,normal
22116,xy8-82,holofoil
22117,neo4-42,1stEdition
22120,swsh5-114,normal
22121,det1-5,holofoil
22122,zsv10pt5-2,normal
22123,sv4pt5-3,normal
22127,hgss1-98,normal
22130,sv8-74,normal
22131,xy5-126,normal
22132,base1-63,normal
22133,bw6-46,holofoil
22134,sm7-128,normal
22135,sv4pt5-228,holofoil
22136,neo1-86,unlimited
22137,ex12-64,normal
22138,bw7-94,holofoil
22139,sm8-64,normal
22140,sv6-54,normal
22141,sv1-118,holofoil
22144,swsh45sv-SV101,holofoil
22146,xy10-45,normal
22147,swsh11-185,holofoil
22149,base4-56,normal
22150,ecard1-100,normal
22152,sm4-21,normal
22153,neo4-67,1stEdition
22154,mcd11-1,holofoil
22155,me1-174,holofoil
22156,bw11-65,normal
22157,xy7-16,normal
22159,mcd21-2,holofoil
22162,sv4-110,normal
22163,neo1-54,unlimited
22164,rsv10pt5-39,normal
22165,sm7-64,normal
22166,swsh11tg-TG08,holofoil
22167,sm5-85,holofoil
22168,base6-90,normal
22169,sm8-131,normal
22171,sv9-175,holofoil
22172,swsh8-67,normal
22175,sv7-28,holofoil
22176,swsh9-117,normal
22177,sm3-122,normal
22179,xy7-44,normal
22181,sv4-147,normal
22185,sm5-48,holofoil
22187,pl1-25,normal
22188,xy9-111,normal
22190,basep-51,normal
22191,dp2-108,normal
22192,sm10-36,normal
22194,sv8pt5-159,holofoil
22195,swsh5-77,normal
22196,base1-75,normal
22197,bw1-64,normal
22198,g1-RC26,normal
22199,dp1-81,normal
22200,base6-96,normal
22203,pop3-11,normal
22208,ex12-67,normal
22209,swsh7-46,normal
22211,sm3-38,normal
22213,swshp-SWSH200,holofoil
22214,sv4pt5-21,normal
22217,neo4-40,unlimited
22218,ex7-34,normal
22220,bw6-81,holofoil
22221,ex10-94,normal
22223,pop3-5,normal
22224,swsh10-50,holofoil
22225,base3-41,unlimited
22226,bw4-60,normal
22229,sv9-138,normal
22231,xyp-XY115,holofoil
22234,neo1-77,1stEdition
22235,dp5-79,normal
22236,neo4-37,unlimited
22241,rsv10pt5-122,holofoil
22244,ex2-53,normal
22245,bw5-58,normal
22247,ex10-90,normal
22249,sv3pt5-39,normal
22251,swsh3-44,normal
22252,bw2-39,normal
22253,zsv10pt5-5,normal
22254,swsh3-152,normal
22255,dp2-111,normal
22256,bw2-29,normal
22259,xy3-66,normal
22260,pl4-56,normal
22263,neo4-61,unlimited
22264,bw11-24,holofoil
22265,xy1-40,normal
22266,neo1-33,1stEdition
22268,swsh2-43,holofoil
22271,ex4-6,holofoil
22272,swshp-SWSH245,holofoil
22273,sm1-94,normal
22276,bw2-38,normal
22277,sm9-62,normal
22282,sv6pt5-11,normal
22283,pl1-54,normal
22284,swsh12-148,normal
22285,ex12-63,normal
22287,zsv10pt5-102,holofoil
22288,pl3-87,normal
22290,sv7-50,normal
22291,xy6-79,normal
22292,swsh8-165,normal
22293,sm12-189,normal
22295,neo1-84,1stEdition
22296,pl4-44,normal
22297,sv5-19,normal
22298,ex9-58,normal
22299,me2-128,holofoil
22300,neo4-3,unlimitedHolofoil
22303,ex7-27,normal
22304,swsh5-171,holofoil
22306,xy11-18,normal
22307,ecard1-159,normal
22309,sm9-93,normal
22311,col1-86,normal
22312,swsh1-23,normal
22313,swsh9-162,holofoil
22314,swsh12pt5-155,holofoil
22316,sv4pt5-94,holofoil
22317,ex12-50,normal
22318,sm12-212,holofoil
22324,dp1-53,normal
22327,swsh35-59,normal
22331,sv8-166,normal
22333,swsh45sv-SV083,holofoil
22334,gym1-119,unlimited
22335,bw1-93,normal
22338,bw11-83,normal
22339,base5-6,1stEditionHolofoil
22341,bw2-75,normal
22342,sm7-73,normal
22343,bw4-30,normal
22347,sm8-221,holofoil
22349,pl1-113,normal
22353,swsh45-33,holofoil
22354,sv8pt5-152,holofoil
22355,swshp-SWSH272,holofoil
22357,swsh7-106,normal
22358,bw7-86,normal
22359,sm8-13,normal
22360,dp4-50,normal
22361,sm10-104,normal
22363,base1-88,normal
22365,bw9-65,normal
22367,swsh10-115,normal
22370,sv9-49,normal
22374,swsh12tg-TG18,holofoil
22375,bw2-14,normal
22377,sm1-3,normal
22378,neo4-94,1stEdition
22379,xy7-17,holofoil
22381,xy12-46,holofoil
22382,sv8-175,normal
22383,swsh35-70,holofoil
22384,base4-39,normal
22385,bw4-6,normal
22390,sm10-157,holofoil
22391,sv9-155,normal
22392,gym1-84,unlimited
22393,swsh12-50,normal
22394,neo4-46,1stEdition
22397,sm75-75,holofoil
22398,si1-18,normal
22399,swsh45-56,holofoil
22400,sv4pt5-231,holofoil
22403,smp-SM187,holofoil
22405,bw11-46,holofoil
22406,xy2-107,holofoil
22407,sv3-200,holofoil
22408,sm35-74,holofoil
22409,base2-37,unlimited
22410,sv10-205,holofoil
22411,base5-14,1stEditionHolofoil
22412,swsh8-133,normal
22413,bw1-34,normal
22417,hgss1-93,normal
22420,base6-93,normal
22421,xy8-54,holofoil
22424,bw11-81,normal
22427,ecard1-150,normal
22429,base2-42,unlimited
22430,sm11-40,normal
22433,swsh1-21,normal
22435,bw11-RC21,holofoil
22438,xy9-39,normal
22439,xy7-5,normal
22440,sm6-65,normal
22441,swsh12pt5-8,normal
22442,swsh12-161,normal
22443,sm10-219,holofoil
22447,ex8-25,normal
22448,pgo-49,holofoil
22450,bw9-12,normal
22451,sv7-93,normal
22454,ex9-73,normal
22455,swsh9-53,normal
22456,swsh7-25,normal
22459,sv10-229,holofoil
22460,sv5-44,normal
22461,ex11-112,holofoil
22462,sm9-92,normal
22463,ex5-75,normal
22464,sv8-187,normal
22465,ex15-51,normal
22466,swshp-SWSH050,holofoil
22467,sv8pt5-26,holofoil
22468,sv10-35,normal
22469,swsh45sv-SV107,holofoil
22471,ecard2-137,normal
22472,xy8-45,normal
22473,swsh2-202,holofoil
22474,pl2-99,normal
22478,sm12-32,normal
22479,dp5-62,normal
22480,bw8-1,normal
22481,swsh12-108,holofoil
22482,xy12-19,normal
22485,ex15-15,normal
22486,ecard3-3,normal
22489,dc1-6,holofoil
22491,sv8-155,normal
22492,ecard3-81,normal
22493,swsh5-94,normal
22494,g1-54,normal
22495,bw9-16,holofoil
22496,swsh3-92,normal
22497,sm5-124,normal
22500,col1-57,normal
22501,sm8-209,holofoil
22504,sv4pt5-115,holofoil
22505,xy12-57,normal
22506,ecard2-23,normal
22507,ex14-58,normal
22509,swsh11-215,holofoil
22515,sv4pt5-225,holofoil
22516,xy9-5,normal
22517,neo1-51,unlimited
22519,swsh10-74,normal
22520,base1-50,normal
22522,me2-81,normal
22524,swsh2-207,holofoil
22525,sma-SV32,holofoil
22527,ex13-110,holofoil
22529,sm1-61,holofoil
22531,swsh35-37,holofoil
22533,pop1-15,normal
22534,sv8-19,normal
22535,sv7-169,holofoil
22537,sm7-92,normal
22538,swsh5-60,normal
22539,sv6pt5-45,normal
22544,sv3-132,normal
22547,ex8-59,normal
22548,basep-49,normal
22549,swsh2-74,normal
22550,ex8-82,normal
22551,ex14-35,normal
22552,ecard3-123,normal
22555,swsh9-36,normal
22556,xy5-141,normal
22560,sv4-234,holofoil
