card_id,name,supertype,subtypes,set_id,artist_id,rarity_id
xy7-40,Regirock,Pokémon,Basic,xy7,317,2
base5-60,Magnemite,Pokémon,Basic,base5,189,21
swsh1-156,Air Balloon,Trainer,Pokémon Tool,swsh1,355,29
swsh10-175,Hisuian Sneasler V,Pokémon,"Basic,V",swsh10,140,28
sv9-149,Iris's Fighting Spirit,Trainer,Supporter,sv9,156,29
sm4-74,Alolan Exeggutor-GX,Pokémon,"Stage 1,GX",sm4,76,10
hgss1-33,Tyrogue,Pokémon,Basic,hgss1,116,2
sv8-193,Vivillon,Pokémon,Stage 2,sv8,,7
hgss3-90,Rayquaza & Deoxys LEGEND,Pokémon,LEGEND,hgss3,272,11
sm2-74,Lycanroc-GX,Pokémon,"Stage 1,GX",sm2,76,10
xy2-35,Magnezone-EX,Pokémon,"Basic,EX",xy2,297,33
swsh1-22,Vulpix,Pokémon,Basic,swsh1,256,21
ex6-1,Beedrill,Pokémon,Stage 2,ex6,163,34
ex16-47,Carvanha,Pokémon,Basic,ex16,116,21
dp3-59,Pinsir,Pokémon,Basic,dp3,116,29
hgss4-62,Dratini,Pokémon,Basic,hgss4,108,21
ex4-76,Team Aqua Belt,Trainer,Pokémon Tool,ex4,108,29
sv8-151,Bouffalant,Pokémon,Basic,sv8,,21
g1-33,Gastly,Pokémon,Basic,g1,183,21
xy6-64,Zekrom,Pokémon,Basic,xy6,73,34
ex3-39,Seadra,Pokémon,Stage 1,ex3,163,29
sv2-117,Lycanroc ex,Pokémon,"Stage 1,ex",sv2,73,14
me1-25,Volcanion,Pokémon,Basic,me1,,29
base3-18,Ditto,Pokémon,Basic,base3,307,2
swsh10-112,Bronzong,Pokémon,Stage 1,swsh10,325,29
hgss3-35,Sableye,Pokémon,Basic,hgss3,198,29
ex11-29,Snow-cloud Castform,Pokémon,Basic,ex11,189,2
pl3-36,Moltres,Pokémon,Basic,pl3,112,2
xy11-64,Bisharp,Pokémon,Stage 1,xy11,317,34
neo1-79,Swinub,Pokémon,Basic,neo1,116,21
ex16-69,Vulpix,Pokémon,Basic,ex16,116,21
swsh7-115,Hydreigon,Pokémon,Stage 2,swsh7,134,34
ex4-35,Team Magma's Houndour,Pokémon,Basic,ex4,362,29
swsh12pt5-51,Radiant Charjabug,Pokémon,"Basic,Radiant",swsh12pt5,71,22
bw3-16,Pansear,Pokémon,Basic,bw3,317,21
sv10-92,Annihilape,Pokémon,Stage 2,sv10,251,2
bw11-39,Samurott,Pokémon,Stage 2,bw11,292,34
swsh8-92,Luxio,Pokémon,Stage 1,swsh8,98,29
base2-50,Cubone,Pokémon,Basic,base2,108,21
swsh4-35,Samurott,Pokémon,Stage 2,swsh4,317,2
swsh6-3,Beedrill,Pokémon,"Stage 2,Single Strike",swsh6,6,34
me1-28,Cinderace,Pokémon,Stage 2,me1,,2
sm8-220,Suicune-GX,Pokémon,"Basic,GX",sm8,76,20
base4-97,Venonat,Pokémon,Basic,base4,108,21
ecard2-136,Town Volunteers,Trainer,Supporter,ecard2,116,29
sm2-89,Clefable,Pokémon,Stage 1,sm2,189,29
base1-14,Raichu,Pokémon,Stage 1,base1,116,34
xy11-111,Gardevoir-EX,Pokémon,"Basic,EX",xy11,232,28
zsv10pt5-159,Meloetta ex,Pokémon,"Basic,ex",zsv10pt5,76,32
xy12-81,Pidgeot Spirit Link,Trainer,Pokémon Tool,xy12,76,29
xy0-3,Chespin,Pokémon,Basic,xy0,76,13
sv6-83,Girafarig,Pokémon,Basic,sv6,325,21
ex1-58,Makuhita,Pokémon,Basic,ex1,284,21
sv2-51,Quaxwell,Pokémon,Stage 1,sv2,224,29
ex14-89,Aggron ex,Pokémon,"Stage 2,ex",ex14,232,33
sv10-119,Team Rocket's Nidoking ex,Pokémon,"Stage 2,ex",sv10,76,14
sv2-34,Fuecoco,Pokémon,Basic,sv2,162,21
sv4pt5-91,Ultra Ball,Trainer,Item,sv4pt5,281,29
sv1-228,Gardevoir ex,Pokémon,"Stage 2,ex",sv1,275,32
xy11-58,Croagunk,Pokémon,Basic,xy11,117,21
swsh6-154,Single Strike Scroll of Piercing,Trainer,"Pokémon Tool,Single Strike",swsh6,76,29
sm9-70,Cosmoem,Pokémon,Stage 1,sm9,112,29
xy10-36,Diglett,Pokémon,Basic,xy10,142,21
sv3pt5-119,Seaking,Pokémon,Stage 1,sv3pt5,61,29
dp7-7,Mismagius,Pokémon,Stage 1,dp7,198,34
swsh12-109,Croagunk,Pokémon,Basic,swsh12,317,21
swshp-SWSH077,Zamazenta V,Pokémon,"Basic,V",swshp,207,38
dp1-110,Poké Ball,Trainer,Item,dp1,176,29
bw6-46,Mew-EX,Pokémon,"Basic,EX",bw6,297,33
base4-29,Pinsir,Pokémon,Basic,base4,162,2
sm3-72,Sawk,Pokémon,Basic,sm3,90,21
swsh6-10,Abomasnow,Pokémon,"Stage 1,Single Strike",swsh6,340,2
swsh7-138,Fletchling,Pokémon,Basic,swsh7,125,21
bw5-80,Chansey,Pokémon,Basic,bw5,162,21
xy8-6,Simisage,Pokémon,Stage 1,xy8,162,2
bw3-77,Deino,Pokémon,Basic,bw3,108,21
pl3-95,Chatot,Pokémon,Basic,pl3,270,21
hgss4-53,Weepinbell,Pokémon,Stage 1,hgss4,198,29
swsh6-184,Tornadus V,Pokémon,"Basic,V,Single Strike",swsh6,336,28
xy2-28,Buizel,Pokémon,Basic,xy2,254,21
swsh10-58,Misdreavus,Pokémon,Basic,swsh10,305,21
sm10-179,Martial Arts Dojo,Trainer,Stadium,sm10,76,29
dp1-120,Empoleon LV.X,Pokémon,Level-Up,dp1,298,3
sm75-61,Lance ◇,Trainer,"Supporter,Prism Star",sm75,183,18
sm2-94,Goomy,Pokémon,Basic,sm2,165,21
col1-24,Cleffa,Pokémon,Basic,col1,254,2
me2-3,Vileplume,Pokémon,Stage 2,me2,322,2
bw10-59,Aggron,Pokémon,Stage 2,bw10,112,2
swsh6-233,Fighting Energy,Energy,Basic,swsh6,,27
neo3-27,Suicune,Pokémon,Basic,neo3,284,2
sv9-29,Volcarona,Pokémon,Stage 1,sv9,108,29
ecard1-67,Venusaur,Pokémon,Stage 2,ecard1,191,2
bw5-12,Flareon,Pokémon,Stage 1,bw5,38,29
ecard1-74,Croconaw,Pokémon,Stage 1,ecard1,162,29
ex7-62,Larvitar,Pokémon,Basic,ex7,191,21
ex11-96,Holon Ruins,Trainer,Stadium,ex11,232,29
base3-44,Tentacruel,Pokémon,Stage 1,base3,162,29
sm6-73,Zygarde-GX,Pokémon,"Basic,GX",sm6,76,10
sv4-253,Altaria ex,Pokémon,"Stage 1,ex",sv4,211,5
bw11-RC1,Snivy,Pokémon,Basic,bw11,297,21
sv5-78,Flutter Mane,Pokémon,"Basic,Ancient",sv5,183,2
ex10-51,Chikorita,Pokémon,Basic,ex10,191,21
zsv10pt5-122,Golett,Pokémon,Basic,zsv10pt5,225,7
swsh35-8,Incineroar V,Pokémon,"Basic,V",swsh35,112,16
bw4-62,Beheeyem,Pokémon,Stage 1,bw4,112,2
xy6-10,Ninjask,Pokémon,Stage 1,xy6,125,29
sm12-165,Mega Lopunny & Jigglypuff-GX,Pokémon,"Basic,TAG TEAM,GX",sm12,108,10
swsh8-117,Galarian Corsola,Pokémon,Basic,swsh8,112,21
dp2-37,Unown [I],Pokémon,Basic,dp2,335,2
ecard2-H28,Tyranitar,Pokémon,Stage 2,ecard2,284,34
sm11-4,Celebi,Pokémon,Basic,sm11,184,34
sm10-202,Honchkrow-GX,Pokémon,"Stage 1,GX",sm10,60,28
bw2-89,Tornadus,Pokémon,Basic,bw2,76,34
sm9-60,Tentacool,Pokémon,Basic,sm9,116,21
swshp-SWSH082,Bunnelby,Pokémon,Basic,swshp,129,38
swsh12pt5gg-GG33,Poochyena,Pokémon,Basic,swsh12pt5gg,112,37
swsh9-77,Wormadam,Pokémon,Stage 1,swsh9,14,2
sm8-79,Raikou,Pokémon,Basic,sm8,162,2
sm12-255,Oricorio-GX,Pokémon,"Basic,GX",sm12,70,20
sv3-83,Togepi,Pokémon,Basic,sv3,84,21
sv4pt5-114,Charcadet,Pokémon,Basic,sv4pt5,117,31
bw9-56,Cofagrigus,Pokémon,"Stage 1,Team Plasma",bw9,76,34
gym2-98,Sabrina's Porygon,Pokémon,Basic,gym2,116,21
sma-SV68,Buzzwole-GX,Pokémon,"Basic,GX,Ultra Beast",sma,76,35
swsh7-106,Altaria,Pokémon,Stage 1,swsh7,6,2
sv4-30,Horsea,Pokémon,Basic,sv4,12,21
dp1-71,Bonsly,Pokémon,Basic,dp1,198,21
swsh12tg-TG08,Passimian,Pokémon,"Basic,Rapid Strike",swsh12tg,214,37
neo1-106,Fighting Energy,Energy,Basic,neo1,307,13
neo4-13,Light Azumarill,Pokémon,Stage 1,neo4,43,34
swsh12pt5-156,Psychic Energy,Energy,Basic,swsh12pt5,,28
sv10-5,Shroomish,Pokémon,Basic,sv10,21,21
swsh12tg-TG18,Corviknight V,Pokémon,"Basic,V",swsh12tg,88,16
sm75-59,Dragon Talon,Trainer,Pokémon Tool,sm75,334,29
sv4pt5-25,Natu,Pokémon,Basic,sv4pt5,151,21
bw8-69,Elgyem,Pokémon,Basic,bw8,108,29
zsv10pt5-152,Minccino,Pokémon,Basic,zsv10pt5,84,7
col1-2,Deoxys,Pokémon,Basic,col1,232,34
base1-29,Haunter,Pokémon,Stage 1,base1,307,29
base1-37,Nidorino,Pokémon,Stage 1,base1,108,29
ecard2-135,Time Shard,Trainer,Pokémon Tool,ecard2,176,29
hgss2-84,Crobat,Pokémon,"Stage 2,Prime",hgss2,299,23
me2-18,Oricorio ex,Pokémon,"Basic,ex",me2,120,14
swsh45sv-SV097,Bunnelby,Pokémon,Basic,swsh45sv,6,9
bw2-19,Simisear,Pokémon,Stage 1,bw2,108,2
sv5-150,Hand Trimmer,Trainer,Item,sv5,281,29
swsh5-76,Mienfoo,Pokémon,"Basic,Rapid Strike",swsh5,81,21
swsh1-184,Team Yell Grunt,Trainer,Supporter,swsh1,214,29
xy3-70,Clefairy,Pokémon,Basic,xy3,167,21
bw11-44,Kyurem-EX,Pokémon,"Basic,EX",bw11,298,33
swsh6-167,Galarian Rapidash V,Pokémon,"Basic,V",swsh6,115,28
neo1-68,Oddish,Pokémon,Basic,neo1,125,21
bw11-70,Gothita,Pokémon,Basic,bw11,340,21
sm7-178,Acro Bike,Trainer,Item,sm7,334,27
sv4-167,Mela,Trainer,Supporter,sv4,215,29
swsh8-233,Elesa's Sparkle,Trainer,"Supporter,Fusion Strike",swsh8,171,29
sm11-188,Blue's Tactics,Trainer,Supporter,sm11,184,29
swsh9-62,Dusknoir,Pokémon,Stage 2,swsh9,143,34
sv3pt5-136,Flareon,Pokémon,Stage 1,sv3pt5,196,2
sv8pt5-174,Kieran,Trainer,Supporter,sv8pt5,,5
dv1-12,Axew,Pokémon,Basic,dv1,71,34
hgss2-85,Kingdra,Pokémon,"Stage 2,Prime",hgss2,299,23
swsh5-103,Pawniard,Pokémon,Basic,swsh5,143,21
ex5-60,Doduo,Pokémon,Basic,ex5,189,21
sv5-124,Lickitung,Pokémon,Basic,sv5,122,21
bw11-RC11,Meloetta-EX,Pokémon,"Basic,EX",bw11,297,2
xy2-27,Luvdisc,Pokémon,Basic,xy2,191,29
swsh4-79,Diancie,Pokémon,Basic,swsh4,351,34
sv5-142,Bianca's Devotion,Trainer,Supporter,sv5,339,29
pl2-54,Whiscash E4,Pokémon,"Basic,SP",pl2,162,29
sv10-35,Ethan's Slugma,Pokémon,Basic,sv10,351,21
xy3-17,Poliwrath,Pokémon,Stage 2,xy3,108,34
sm11-195,Flyinium Z: Air Slash,Trainer,Pokémon Tool,sm11,207,29
ex3-23,Bagon,Pokémon,Basic,ex3,108,29
gym2-105,Giovanni's Last Resort,Trainer,,gym2,116,2
sm5-110,Fan Rotom,Pokémon,Basic,sm5,117,2
sv2-78,Tadbulb,Pokémon,Basic,sv2,98,21
rsv10pt5-151,Druddigon,Pokémon,Basic,rsv10pt5,246,7
bw10-87,Root Fossil Lileep,Trainer,Item,bw10,76,29
swsh12-130,Dragonair,Pokémon,Stage 1,swsh12,266,29
pl3-70,Milotic,Pokémon,Stage 1,pl3,163,29
xyp-XY07,Xerneas-EX,Pokémon,"Basic,EX",xyp,76,38
sv10-57,Buizel,Pokémon,Basic,sv10,231,21
ex4-17,Team Aqua's Seviper,Pokémon,Basic,ex4,241,2
gym2-68,Brock's Geodude,Pokémon,Basic,gym2,116,21
base4-14,Pidgeot,Pokémon,Stage 2,base4,162,34
sv3-216,Revavroom ex,Pokémon,"Stage 1,ex",sv3,356,32
sv9-160,Maractus,Pokémon,Basic,sv9,263,7
swsh7-140,Talonflame,Pokémon,Stage 2,swsh7,98,2
pl1-49,Grotle,Pokémon,Stage 1,pl1,162,29
ex3-96,Muk ex,Pokémon,"Stage 1,ex",ex3,136,33
sma-SV49,Charizard-GX,Pokémon,"Stage 2,GX",sma,76,35
bw4-98,Mewtwo-EX,Pokémon,"Basic,EX",bw4,76,28
rsv10pt5-61,Zorua,Pokémon,Basic,rsv10pt5,120,21
rsv10pt5-124,Gothita,Pokémon,Basic,rsv10pt5,15,7
swsh5-128,Korrina's Focus,Trainer,"Supporter,Rapid Strike",swsh5,215,29
sv10-72,Team Rocket's Mareep,Pokémon,Basic,sv10,151,21
swsh8-5,Breloom,Pokémon,Stage 1,swsh8,293,29
ex16-63,Slakoth,Pokémon,Basic,ex16,17,21
swsh12pt5gg-GG40,Glaceon VSTAR,Pokémon,VSTAR,swsh12pt5gg,96,24
hgss1-20,Feraligatr,Pokémon,Stage 2,hgss1,73,2
gym1-108,Cerulean City Gym,Trainer,Stadium,gym1,307,29
swsh6-166,Zeraora V,Pokémon,"Basic,V,Rapid Strike",swsh6,233,28
swsh12pt5gg-GG27,Swablu,Pokémon,Basic,swsh12pt5gg,112,37
xy2-83,Miltank,Pokémon,Basic,xy2,194,29
sm115-30,Jynx,Pokémon,Basic,sm115,112,29
sv5-92,Mudsdale,Pokémon,Stage 1,sv5,284,29
dpp-DP04,Pachirisu,Pokémon,Basic,dpp,191,38
swsh12-81,Espurr,Pokémon,Basic,swsh12,165,21
zsv10pt5-172,Zekrom ex,Pokémon,"Basic,ex",zsv10pt5,356,4
xy6-49,Dratini,Pokémon,Basic,xy6,189,21
dp3-91,Lickitung,Pokémon,Basic,dp3,116,21
bw1-62,Sawk,Pokémon,Basic,bw1,292,2
sm2-109,Fletchling,Pokémon,Basic,sm2,273,21
swsh7-137,Braviary,Pokémon,Stage 1,swsh7,172,29
neo4-60,Unown [Z],Pokémon,Basic,neo4,111,29
sv8-165,Call Bell,Trainer,Item,sv8,,29
xy1-87,Jigglypuff,Pokémon,Basic,xy1,194,21
bw1-84,Pidove,Pokémon,Basic,bw1,117,21
bwp-BW89,Vaporeon,Pokémon,Stage 1,bwp,114,38
sm4-4,Exeggcute,Pokémon,Basic,sm4,112,21
sv9-120,Dunsparce,Pokémon,Basic,sv9,165,21
xy11-59,Toxicroak,Pokémon,Stage 1,xy11,163,2
dp1-121,Infernape LV.X,Pokémon,Level-Up,dp1,298,3
xy12-53,Mew,Pokémon,Basic,xy12,116,34
swsh4-129,Duraludon,Pokémon,Basic,swsh4,73,34
swsh7-66,Wobbuffet,Pokémon,"Basic,Single Strike",swsh7,277,21
swsh10tg-TG14,Ice Rider Calyrex V,Pokémon,"Basic,V",swsh10tg,108,16
dp6-75,Tentacruel,Pokémon,Stage 1,dp6,112,29
ex1-37,Lairon,Pokémon,Stage 1,ex1,108,29
me1-47,Magnezone,Pokémon,Stage 2,me1,,29
np-29,Celebi,Pokémon,Basic,np,163,38
bw7-86,Mienfoo,Pokémon,Basic,bw7,116,21
bw1-50,Woobat,Pokémon,Basic,bw1,267,21
sm12-11,Cradily,Pokémon,Stage 2,sm12,143,2
sv4-113,Absol,Pokémon,Basic,sv4,325,29
ex12-37,Kecleon,Pokémon,Basic,ex12,17,29
sv3pt5-191,Jynx ex,Pokémon,"Basic,ex",sv3pt5,281,32
swsh4-22,Zarude V,Pokémon,"Basic,V",swsh4,72,16
sv4-150,Exploud,Pokémon,Stage 2,sv4,46,29
bw11-95,Gabite,Pokémon,Stage 1,bw11,90,29
swsh5-117,Stoutland V,Pokémon,"Basic,V",swsh5,297,16
me1-35,Snover,Pokémon,Basic,me1,,21
dp7-82,Conductive Quarry,Trainer,Stadium,dp7,232,29
xy2-74,Goodra,Pokémon,Stage 2,xy2,76,34
sv6pt5-16,Drowzee,Pokémon,Basic,sv6pt5,,21
xy5-3,Beedrill,Pokémon,Stage 2,xy5,112,2
xy2-52,Weavile,Pokémon,Stage 1,xy2,90,2
swsh9-130,Barry,Trainer,Supporter,swsh9,116,29
hgss3-23,Vespiquen,Pokémon,Stage 1,hgss3,284,2
xy0-33,Furfrou,Pokémon,Basic,xy0,76,13
zsv10pt5-68,Axew,Pokémon,Basic,zsv10pt5,237,21
sv8pt5-169,Terapagos ex,Pokémon,"Basic,Tera,ex",sv8pt5,,5
sv4pt5-233,Gardevoir ex,Pokémon,"Stage 2,ex",sv4pt5,375,5
swsh3-77,Golurk,Pokémon,Stage 1,swsh3,277,2
dp3-70,Unown [O],Pokémon,Basic,dp3,335,29
sv3pt5-140,Kabuto,Pokémon,Stage 1,sv3pt5,224,29
sv3-180,Lechonk,Pokémon,Basic,sv3,12,21
swsh8-169,Garbodor,Pokémon,Stage 1,swsh8,6,29
swsh6-213,Caitlin,Trainer,Supporter,swsh6,339,20
sv9-179,Brock's Scouting,Trainer,Supporter,sv9,151,32
bw1-42,Zebstrika,Pokémon,Stage 1,bw1,112,29
bw1-37,Swanna,Pokémon,Stage 1,bw1,284,2
xy2-104,Lysandre,Trainer,Supporter,xy2,116,28
base5-83,Dark Raichu,Pokémon,Stage 1,base5,108,27
bw5-88,Stoutland,Pokémon,Stage 2,bw5,191,2
dpp-DP07,Cranidos,Pokémon,Stage 1,dpp,108,38
pgo-13,Numel,Pokémon,Basic,pgo,322,21
g1-RC4,Charmeleon,Pokémon,Stage 1,g1,340,21
sv3-101,Houndstone,Pokémon,Stage 1,sv3,332,29
smp-SM10,Shiinotic,Pokémon,Stage 1,smp,71,38
swsh12pt5-73,Rockruff,Pokémon,Basic,swsh12pt5,140,21
dp6-2,Dragonite,Pokémon,Stage 2,dp6,108,34
pop5-1,Ho-Oh,Pokémon,Basic,pop5,108,2
sv6pt5-84,Fezandipiti ex,Pokémon,"Basic,ex",sv6pt5,,32
swsh3-184,Galarian Stunfisk V,Pokémon,"Basic,V",swsh3,70,28
sm3-93,Gardevoir-GX,Pokémon,"Stage 2,GX",sm3,76,10
base6-106,Challenge!,Trainer,,base6,162,29
sv3pt5-86,Seel,Pokémon,Basic,sv3pt5,8,21
pl3-65,Magmar,Pokémon,Basic,pl3,198,29
sv3pt5-129,Magikarp,Pokémon,Basic,sv3pt5,112,21
gym2-65,Blaine's Rhyhorn,Pokémon,Basic,gym2,116,21
swsh45-58,Boss's Orders,Trainer,Supporter,swsh45,66,2
sv5-3,Seedot,Pokémon,Basic,sv5,165,21
neo4-45,Light Dewgong,Pokémon,Stage 1,neo4,30,29
sv8-196,Larvesta,Pokémon,Basic,sv8,,7
ecard1-30,Venusaur,Pokémon,Stage 2,ecard1,176,34
swsh9tg-TG07,Dedenne,Pokémon,Basic,swsh9tg,346,37
sv4pt5-140,Toxel,Pokémon,Basic,sv4pt5,14,31
swsh12-108,Skuntank V,Pokémon,"Basic,V",swsh12,41,16
me2-94,Wondrous Patch,Trainer,Item,me2,296,29
xy9-56,Trubbish,Pokémon,Basic,xy9,288,21
swsh3-74,Gothorita,Pokémon,Stage 1,swsh3,129,29
xy8-11,Chesnaught,Pokémon,Stage 2,xy8,108,34
sv1-153,Indeedee,Pokémon,Basic,sv1,162,2
gym2-12,Misty's Golduck,Pokémon,Stage 1,gym2,116,34
swsh4-105,Sableye,Pokémon,Basic,swsh4,105,29
dp5-21,Hippowdon,Pokémon,Stage 1,dp5,79,2
sm10-122,Alolan Dugtrio,Pokémon,Stage 1,sm10,172,2
swsh10-16,Hisuian Lilligant,Pokémon,Stage 1,swsh10,71,34
sv1-231,Koraidon ex,Pokémon,"Basic,ex",sv1,207,32
swsh45sv-SV118,Ditto V,Pokémon,"Basic,V",swsh45sv,115,16
neo3-32,Lanturn,Pokémon,Stage 1,neo3,162,29
sm12-214,Blastoise & Piplup-GX,Pokémon,"Basic,TAG TEAM,GX",sm12,76,28
swsh12pt5-53,Zeraora V,Pokémon,"Basic,V",swsh12pt5,76,16
sm8-181,Lost Blender,Trainer,Item,sm8,76,29
gym1-80,Lt. Surge's Magnemite,Pokémon,Basic,gym1,116,21
col1-67,Pidgey,Pokémon,Basic,col1,38,21
ex3-11,Shedinja,Pokémon,Stage 1,ex3,162,34
ecard3-150,Kabutops,Pokémon,Stage 2,ecard3,191,27
bw5-69,Zorua,Pokémon,Basic,bw5,117,21
base2-38,Lickitung,Pokémon,Basic,base2,108,29
ex6-65,Jigglypuff,Pokémon,Basic,ex6,271,21
sm10-196,Muk & Alolan Muk-GX,Pokémon,"Basic,TAG TEAM,GX",sm10,76,28
base2-21,Kangaskhan,Pokémon,Basic,base2,108,2
ex12-80,Root Fossil,Trainer,Item,ex12,232,21
sm35-41,Latios,Pokémon,Basic,sm35,108,34
base6-65,Tauros,Pokémon,Basic,base6,162,29
gym1-16,Erika,Trainer,,gym1,116,34
pgo-42,Alolan Raticate,Pokémon,Stage 1,pgo,191,21
rsv10pt5-105,Oshawott,Pokémon,Basic,rsv10pt5,140,7
sv10-6,Breloom,Pokémon,Stage 1,sv10,122,21
xy1-100,Tauros,Pokémon,Basic,xy1,198,2
dp4-92,Volbeat,Pokémon,Basic,dp4,116,21
xy7-43,M Tyranitar-EX,Pokémon,"MEGA,EX",xy7,76,33
base6-87,Ponyta,Pokémon,Basic,base6,116,21
basep-34,Entei,Pokémon,Basic,basep,116,38
sm35-17,Incineroar,Pokémon,Stage 2,sm35,206,29
swsh11tg-TG06,Gengar,Pokémon,Stage 2,swsh11tg,340,37
sm11-225,Mega Sableye & Tyranitar-GX,Pokémon,"Basic,TAG TEAM,GX",sm11,76,28
swsh9-131,Blunder Policy,Trainer,"Item,Pokémon Tool",swsh9,281,29
swsh12pt5-88,Lairon,Pokémon,Stage 1,swsh12pt5,40,29
swsh7-105,Thievul,Pokémon,Stage 1,swsh7,271,2
bw4-34,Frillish,Pokémon,Basic,bw4,38,29
sv10-142,Steven's Skarmory,Pokémon,Basic,sv10,82,21
neo1-70,Pikachu,Pokémon,Basic,neo1,284,21
bw5-23,Slowpoke,Pokémon,Basic,bw5,267,21
swsh8-203,Blissey,Pokémon,Stage 1,swsh8,71,2
sv10-241,Cynthia's Garchomp ex,Pokémon,"Stage 2,ex",sv10,76,1
sv4pt5-130,Baxcalibur,Pokémon,Stage 2,sv4pt5,376,31
sv8pt5-153,Jolteon ex,Pokémon,"Stage 1,Tera,ex",sv8pt5,,5
sm2-118,Altar of the Sunne,Trainer,Stadium,sm2,76,29
sm6-23,Frogadier,Pokémon,Stage 1,sm6,340,29
sv1-246,Great Tusk ex,Pokémon,"Basic,ex",sv1,187,5
swsh12pt5-62,Lunatone,Pokémon,Basic,swsh12pt5,304,29
sm11-58,Magnemite,Pokémon,Basic,sm11,129,21
swsh7-73,Florges,Pokémon,"Stage 2,Rapid Strike",swsh7,162,34
sm6-146,Unit Energy FightingDarknessFairy,Energy,Special,sm6,,27
neo2-34,Ursaring,Pokémon,Stage 1,neo2,284,2
pop5-14,Pelipper δ,Pokémon,Stage 1,pop5,108,21
sm2-121,Choice Band,Trainer,Pokémon Tool,sm2,297,29
xy9-34,Palpitoad,Pokémon,Stage 1,xy9,281,29
sv1-62,Tatsugiri,Pokémon,Basic,sv1,140,29
swsh8-195,Goomy,Pokémon,Basic,swsh8,189,21
swsh12-50,Raichu,Pokémon,Stage 1,swsh12,184,29
sv3pt5-118,Goldeen,Pokémon,Basic,sv3pt5,61,21
dp6-30,Heatran,Pokémon,Basic,dp6,112,2
sv10-185,Shaymin,Pokémon,Basic,sv10,338,7
sm2-58,Mimikyu,Pokémon,Basic,sm2,184,34
swsh8-127,Indeedee,Pokémon,Basic,swsh8,6,21
me1-130,Switch,Trainer,Item,me1,,21
sm11-209,Tag Switch,Trainer,Item,sm11,355,29
zsv10pt5-98,Darmanitan,Pokémon,Stage 1,zsv10pt5,82,7
sm12-120,Pangoro,Pokémon,Stage 1,sm12,317,29
sv2-65,Magnemite,Pokémon,Basic,sv2,242,21
swsh5-4,Cacnea,Pokémon,Basic,swsh5,326,21
sm6-7,Spewpa,Pokémon,Stage 1,sm6,189,29
dp3-57,Nidorino,Pokémon,Stage 1,dp3,284,29
sv7-93,Pangoro,Pokémon,Stage 1,sv7,,29
sm9-195,Metal Goggles,Trainer,Pokémon Tool,sm9,355,27
sv5-65,Azumarill,Pokémon,Stage 1,sv5,168,21
sm8-3,Scyther,Pokémon,Basic,sm8,112,21
sv7-90,Koraidon,Pokémon,Basic,sv7,,29
sv8-108,Drilbur,Pokémon,Basic,sv8,,21
pl2-13,Shiftry,Pokémon,Stage 2,pl2,162,34
swsh6-15,Tsareena,Pokémon,Stage 2,swsh6,55,2
xy12-57,Machop,Pokémon,Basic,xy12,108,21
smp-SM167,Celebi & Venusaur-GX,Pokémon,"Basic,TAG TEAM,GX",smp,317,38
sv8pt5-135,Brassius,Trainer,Supporter,sv8pt5,,32
ecard2-68,Bellsprout,Pokémon,Basic,ecard2,5,21
basep-33,Scizor,Pokémon,Stage 1,basep,372,38
ex9-89,Multi Energy,Energy,Special,ex9,50,2
sm3-97,Morelull,Pokémon,Basic,sm3,75,21
base5-4,Dark Charizard,Pokémon,Stage 2,base5,116,34
neo4-15,Light Togetic,Pokémon,Stage 1,neo4,284,34
gym2-27,Koga's Pidgeotto,Pokémon,Stage 1,gym2,116,2
svp-1,Sprigatito,Pokémon,Basic,svp,55,38
dp7-89,Poké Drawer +,Trainer,Item,dp7,232,29
base6-40,Dewgong,Pokémon,Stage 1,base6,108,29
sm10-31,Salazzle,Pokémon,Stage 1,sm10,134,2
xy3-12,Torchic,Pokémon,Basic,xy3,351,21
xy6-77,Shaymin-EX,Pokémon,"Basic,EX",xy6,281,33
rsv10pt5-111,Vanillite,Pokémon,Basic,rsv10pt5,40,7
sm11-113,Gabite,Pokémon,Stage 1,sm11,172,29
ex12-46,Vibrava,Pokémon,Stage 1,ex12,191,29
svp-168,Vaporeon,Pokémon,Stage 1,svp,256,38
sv4-164,Future Booster Energy Capsule,Trainer,"Pokémon Tool,Future",sv4,76,29
swsh7-162,Switching Cups,Trainer,Item,swsh7,232,29
swsh6-143,Justified Gloves,Trainer,Pokémon Tool,swsh6,334,29
bwp-BW30,Victory Cup,Trainer,Item,bwp,76,38
swsh6-75,Shadow Rider Calyrex VMAX,Pokémon,VMAX,swsh6,76,25
swsh8-270,Espeon VMAX,Pokémon,VMAX,swsh8,112,20
swsh11tg-TG17,Pikachu VMAX,Pokémon,VMAX,swsh11tg,224,25
smp-SM62,Golisopod-GX,Pokémon,"Stage 1,GX",smp,76,38
swshp-SWSH111,Galarian Rapidash V,Pokémon,"Basic,V",swshp,115,38
gym1-12,Rocket's Moltres,Pokémon,Basic,gym1,116,34
dv1-16,Haxorus,Pokémon,Stage 2,dv1,297,34
xy7-83,Flash Energy,Energy,Special,xy7,76,29
bw9-38,Thundurus-EX,Pokémon,"Basic,EX,Team Plasma",bw9,297,33
pl1-52,Lombre,Pokémon,Stage 1,pl1,198,29
ex16-85,Mysterious Fossil,Trainer,Item,ex16,232,21
bp-2,Hitmonchan,Pokémon,Basic,bp,116,38
bw3-43,Victini,Pokémon,Basic,bw3,317,2
