price_id,variant_id,market_price,date_observed
14759,26900,2.12,2026-01-25
14760,9696,1.09,2026-01-25
14761,25217,5.98,2026-01-25
14762,7444,29.33,2026-01-25
14763,14588,0.92,2026-01-25
14764,19717,2.99,2026-01-25
14765,5225,11.21,2026-01-25
14766,23065,8.26,2026-01-25
14767,22039,0.60,2026-01-25
14768,6450,11.35,2026-01-25
14769,8354,2.22,2026-01-25
14770,24816,0.37,2026-01-25
14771,16584,0.15,2026-01-25
14772,10448,0.35,2026-01-25
14773,23309,1.92,2026-01-25
14774,2881,167.19,2026-01-25
14775,22643,0.47,2026-01-25
14776,25995,1.99,2026-01-25
14777,21429,0.90,2026-01-25
14778,22158,1.34,2026-01-25
14779,87,0.62,2026-01-25
14780,5880,47.60,2026-01-25
14781,5335,2.13,2026-01-25
14782,8193,7.00,2026-01-25
14783,1055,0.30,2026-01-25
14784,25375,0.66,2026-01-25
14785,13693,4.60,2026-01-25
14786,20312,0.49,2026-01-25
14787,10169,2.10,2026-01-25
14788,7092,1.73,2026-01-25
14789,18006,4.23,2026-01-25
14790,9869,0.13,2026-01-25
14791,4920,0.27,2026-01-25
14792,11350,1.40,2026-01-25
14793,11494,0.85,2026-01-25
14794,24558,0.10,2026-01-25
14795,6470,0.54,2026-01-25
14796,24691,13.80,2026-01-25
14797,24585,151.00,2026-01-25
14798,2181,0.53,2026-01-25
14799,10606,1.16,2026-01-25
14800,12181,0.30,2026-01-25
14801,19222,3.41,2026-01-25
14802,16280,2.16,2026-01-25
14803,4015,13.03,2026-01-25
14804,2023,0.96,2026-01-25
14805,6868,1.83,2026-01-25
14806,704,0.46,2026-01-25
14807,10508,0.66,2026-01-25
14808,8735,0.56,2026-01-25
14809,7282,11.68,2026-01-25
14810,11471,8.48,2026-01-25
14811,25610,2.81,2026-01-25
14812,9004,0.26,2026-01-25
14813,22949,0.92,2026-01-25
14814,9132,0.47,2026-01-25
14815,16635,0.47,2026-01-25
14816,15923,0.43,2026-01-25
14817,26926,0.12,2026-01-25
14818,11119,81.17,2026-01-25
14819,17975,2.96,2026-01-25
14820,21241,5.99,2026-01-25
14821,1680,9.82,2026-01-25
14822,11714,0.44,2026-01-25
14823,12468,1.51,2026-01-25
14824,6531,131.41,2026-01-25
14825,5428,0.28,2026-01-25
14826,21003,0.66,2026-01-25
14827,19163,39.66,2026-01-25
14828,22234,2.28,2026-01-25
14829,20115,0.69,2026-01-25
14830,6949,0.31,2026-01-25
14831,23385,3.17,2026-01-25
14832,9064,0.29,2026-01-25
14833,18818,2.98,2026-01-25
14834,2449,1.94,2026-01-25
14835,13800,1.03,2026-01-25
14836,7753,9.03,2026-01-25
14837,10542,0.39,2026-01-25
14838,227,0.86,2026-01-25
14839,17758,20.64,2026-01-25
14840,4119,0.34,2026-01-25
14841,4786,0.91,2026-01-25
14842,3141,3.91,2026-01-25
14843,23030,3.31,2026-01-25
14844,21294,8.97,2026-01-25
14845,17304,139.17,2026-01-25
14846,19823,0.54,2026-01-25
14847,6981,52.58,2026-01-25
14848,23760,0.91,2026-01-25
14849,12628,0.75,2026-01-25
14850,4989,6.37,2026-01-25
14851,8600,58.71,2026-01-25
14852,2422,3.83,2026-01-25
14853,4127,0.96,2026-01-25
14854,14175,16.50,2026-01-25
14855,4536,0.18,2026-01-25
14856,13671,0.39,2026-01-25
14857,13498,0.97,2026-01-25
14858,10640,4.90,2026-01-25
14859,16125,0.59,2026-01-25
14860,18517,0.94,2026-01-25
14861,4931,0.41,2026-01-25
14862,3518,1.18,2026-01-25
14863,16788,0.83,2026-01-25
14864,3741,0.55,2026-01-25
14865,19546,0.81,2026-01-25
14866,8179,5.56,2026-01-25
14867,25646,0.55,2026-01-25
14868,17369,2.10,2026-01-25
14869,983,0.07,2026-01-25
14870,21463,0.27,2026-01-25
14871,14586,0.21,2026-01-25
14872,4406,1.56,2026-01-25
14873,13541,1.45,2026-01-25
14874,24112,1.23,2026-01-25
14875,21635,0.19,2026-01-25
14876,20654,0.36,2026-01-25
14877,19215,1.97,2026-01-25
14878,12618,5.49,2026-01-25
14879,3736,3.79,2026-01-25
14880,12400,19.69,2026-01-25
14881,17522,1.54,2026-01-25
14882,8900,11.00,2026-01-25
14883,7972,0.52,2026-01-25
14884,17005,3.22,2026-01-25
14885,8171,0.24,2026-01-25
14886,894,2.06,2026-01-25
14887,5730,0.63,2026-01-25
14888,5011,14.32,2026-01-25
14889,176,0.49,2026-01-25
14890,25022,0.23,2026-01-25
14891,16068,1.69,2026-01-25
14892,3292,12.63,2026-01-25
14893,3356,1.37,2026-01-25
14894,6585,14.52,2026-01-25
14895,24451,0.20,2026-01-25
14896,1005,0.95,2026-01-25
14897,22550,0.90,2026-01-25
14898,13450,5.20,2026-01-25
14899,864,1.85,2026-01-25
14900,13445,19.53,2026-01-25
14901,6566,66.59,2026-01-25
14902,6166,16.83,2026-01-25
14903,11837,49.67,2026-01-25
14904,24736,258.32,2026-01-25
14905,19256,0.45,2026-01-25
14906,15609,2.40,2026-01-25
14907,19478,0.27,2026-01-25
14908,14840,0.50,2026-01-25
14909,6851,0.33,2026-01-25
14910,16840,0.94,2026-01-25
14911,15640,0.46,2026-01-25
14912,18398,2.67,2026-01-25
14913,20726,0.27,2026-01-25
14914,22250,1.05,2026-01-25
14915,10788,7.83,2026-01-25
14916,1159,45.39,2026-01-25
14917,26492,0.63,2026-01-25
14918,12261,0.28,2026-01-25
14919,106,1.06,2026-01-25
14920,24631,1.23,2026-01-25
14921,15324,1.25,2026-01-25
14922,25717,0.71,2026-01-25
14923,2500,0.76,2026-01-25
14924,26803,2.04,2026-01-25
14925,18203,1.57,2026-01-25
14926,6965,0.13,2026-01-25
14927,13000,0.55,2026-01-25
14928,10429,0.42,2026-01-25
14929,21602,1.10,2026-01-25
14930,5397,0.93,2026-01-25
14931,9408,5.12,2026-01-25
14932,6891,4.75,2026-01-25
14933,18652,0.37,2026-01-25
14934,13605,4.42,2026-01-25
14935,10680,2.77,2026-01-25
14936,7484,2.37,2026-01-25
14937,9541,10.48,2026-01-25
14938,4501,2.37,2026-01-25
14939,23223,1.77,2026-01-25
14940,13599,24.95,2026-01-25
14941,7702,0.09,2026-01-25
14942,560,0.16,2026-01-25
14943,15928,0.70,2026-01-25
14944,9349,19.43,2026-01-25
14945,26579,42.38,2026-01-25
14946,18253,0.39,2026-01-25
14947,5121,0.97,2026-01-25
14948,22408,28.35,2026-01-25
14949,24100,7.22,2026-01-25
14950,19745,39.99,2026-01-25
14951,22700,0.25,2026-01-25
14952,7450,1.09,2026-01-25
14953,9845,274.54,2026-01-25
14954,13876,0.26,2026-01-25
14955,7103,0.80,2026-01-25
14956,12520,12.76,2026-01-25
14957,11621,6.75,2026-01-25
14958,18479,50.00,2026-01-25
14959,18576,0.41,2026-01-25
14960,3779,0.60,2026-01-25
14961,9987,2.60,2026-01-25
14962,16134,0.80,2026-01-25
14963,22358,0.32,2026-01-25
14964,19949,0.75,2026-01-25
14965,9781,0.47,2026-01-25
14966,1666,2.99,2026-01-25
14967,18337,1.25,2026-01-25
14968,21024,1.97,2026-01-25
14969,1749,1.02,2026-01-25
14970,1988,5.73,2026-01-25
14971,25997,0.49,2026-01-25
14972,19837,2.42,2026-01-25
14973,12751,40.26,2026-01-25
14974,27037,0.29,2026-01-25
14975,19751,1.54,2026-01-25
14976,4308,0.17,2026-01-25
14977,6591,0.08,2026-01-25
14978,25924,0.65,2026-01-25
14979,12486,1.51,2026-01-25
14980,4200,489.99,2026-01-25
14981,20778,0.31,2026-01-25
14982,6829,0.65,2026-01-25
14983,13317,0.17,2026-01-25
14984,7980,0.47,2026-01-25
14985,14119,4.88,2026-01-25
14986,27049,5.74,2026-01-25
14987,6702,33.46,2026-01-25
14988,27006,1.25,2026-01-25
14989,24678,1.66,2026-01-25
14990,22184,0.18,2026-01-25
14991,10921,0.07,2026-01-25
14992,8962,4.27,2026-01-25
14993,24623,1.26,2026-01-25
14994,9675,5.03,2026-01-25
14995,5876,0.33,2026-01-25
14996,4887,0.96,2026-01-25
14997,1732,31.14,2026-01-25
14998,25194,0.25,2026-01-25
14999,8525,2.77,2026-01-25
15000,4903,0.46,2026-01-25
15001,9464,0.19,2026-01-25
15002,19579,0.71,2026-01-25
15003,23057,4.49,2026-01-25
15004,21339,7.61,2026-01-25
15005,17725,5.92,2026-01-25
15006,3783,80.80,2026-01-25
15007,1267,0.54,2026-01-25
15008,1354,65.00,2026-01-25
15009,16421,0.23,2026-01-25
15010,15517,0.59,2026-01-25
15011,22570,0.32,2026-01-25
15012,9284,0.53,2026-01-25
15013,6415,0.48,2026-01-25
15014,26899,0.27,2026-01-25
15015,17738,0.43,2026-01-25
15016,8714,0.15,2026-01-25
15017,24975,0.57,2026-01-25
15018,15427,12.49,2026-01-25
15019,22656,3.13,2026-01-25
15020,778,0.15,2026-01-25
15021,10412,0.30,2026-01-25
15022,3766,0.41,2026-01-25
15023,6001,6.98,2026-01-25
15024,9117,499.99,2026-01-25
15025,11167,0.56,2026-01-25
15026,13687,0.43,2026-01-25
15027,21784,1.76,2026-01-25
15028,2424,8.72,2026-01-25
15029,12776,0.75,2026-01-25
15030,10410,15.17,2026-01-25
15031,4668,2.71,2026-01-25
15032,12225,19.99,2026-01-25
15033,19118,0.29,2026-01-25
15034,1893,0.95,2026-01-25
15035,10551,0.13,2026-01-25
15036,26313,0.48,2026-01-25
15037,1046,0.55,2026-01-25
15038,2069,1.35,2026-01-25
15039,12855,0.94,2026-01-25
15040,21759,6.93,2026-01-25
15041,7653,0.43,2026-01-25
15042,11446,3.04,2026-01-25
15043,11165,0.52,2026-01-25
15044,9910,4.11,2026-01-25
15045,4299,11.14,2026-01-25
15046,15130,1.91,2026-01-25
15047,1264,0.68,2026-01-25
15048,26225,0.24,2026-01-25
15049,14990,0.33,2026-01-25
15050,10166,1.44,2026-01-25
15051,11141,1.35,2026-01-25
15052,1283,32.09,2026-01-25
15053,18049,0.58,2026-01-25
15054,5019,15.40,2026-01-25
15055,1073,10.17,2026-01-25
15056,25184,7.87,2026-01-25
15057,18940,0.40,2026-01-25
15058,21889,2.49,2026-01-25
15059,12152,0.52,2026-01-25
15060,1651,2.54,2026-01-25
15061,54,0.21,2026-01-25
15062,5605,0.43,2026-01-25
15063,9338,1.80,2026-01-25
15064,17583,5.00,2026-01-25
15065,14726,0.56,2026-01-25
15066,1096,3.24,2026-01-25
15067,19634,185.62,2026-01-25
15068,20123,90.81,2026-01-25
15069,18954,0.64,2026-01-25
15070,23754,3.03,2026-01-25
15071,18114,0.73,2026-01-25
15072,25212,10.14,2026-01-25
15073,23659,1.62,2026-01-25
15074,4559,49.94,2026-01-25
15075,22980,2.88,2026-01-25
15076,9662,0.93,2026-01-25
15077,2522,0.17,2026-01-25
15078,10961,0.42,2026-01-25
15079,12575,1.11,2026-01-25
15080,16354,1.42,2026-01-25
15081,17740,0.86,2026-01-25
15082,25981,1.08,2026-01-25
15083,17904,1.23,2026-01-25
15084,559,4.80,2026-01-25
15085,12765,0.30,2026-01-25
15086,15265,1.15,2026-01-25
15087,7062,1.47,2026-01-25
15088,15531,0.63,2026-01-25
15089,17624,0.37,2026-01-25
15090,12015,3.99,2026-01-25
15091,19587,0.60,2026-01-25
15092,19205,2.75,2026-01-25
15093,6699,0.21,2026-01-25
15094,4250,0.34,2026-01-25
15095,7745,1.10,2026-01-25
15096,12806,1.16,2026-01-25
15097,4100,8.42,2026-01-25
15098,17412,15.96,2026-01-25
15099,18238,0.73,2026-01-25
15100,25084,4.26,2026-01-25
15101,12340,0.30,2026-01-25
15102,8038,1.45,2026-01-25
15103,24434,0.51,2026-01-25
15104,19663,7.09,2026-01-25
15105,8289,10.20,2026-01-25
15106,15670,30.00,2026-01-25
15107,15727,75.96,2026-01-25
15108,17439,0.30,2026-01-25
15109,18546,1.44,2026-01-25
15110,2372,0.25,2026-01-25
15111,17851,0.51,2026-01-25
15112,5329,0.62,2026-01-25
15113,20154,59.95,2026-01-25
15114,6036,0.38,2026-01-25
15115,166,1.55,2026-01-25
15116,12600,0.71,2026-01-25
15117,11862,3.60,2026-01-25
15118,12217,0.18,2026-01-25
15119,8689,0.43,2026-01-25
15120,3746,46.78,2026-01-25
15121,12350,0.14,2026-01-25
15122,23515,0.39,2026-01-25
15123,9974,19.37,2026-01-25
15124,13255,3.95,2026-01-25
15125,14334,52.39,2026-01-25
15126,1555,59.78,2026-01-25
15127,18194,0.16,2026-01-25
15128,23216,0.37,2026-01-25
15129,11729,0.67,2026-01-25
15130,22657,0.71,2026-01-25
15131,7267,21.97,2026-01-25
15132,23578,2.10,2026-01-25
15133,4689,11.91,2026-01-25
15134,25220,3.57,2026-01-25
15135,13003,3.27,2026-01-25
15136,6990,23.82,2026-01-25
15137,8142,1.56,2026-01-25
15138,17603,3.03,2026-01-25
15139,10312,0.55,2026-01-25
15140,10958,0.40,2026-01-25
15141,6322,1.14,2026-01-25
15142,18093,0.40,2026-01-25
15143,20910,0.28,2026-01-25
15144,23253,0.18,2026-01-25
15145,14294,0.38,2026-01-25
15146,10883,0.32,2026-01-25
15147,2255,3.70,2026-01-25
15148,2951,0.06,2026-01-25
15149,10218,0.21,2026-01-25
15150,24972,0.16,2026-01-25
15151,20553,0.31,2026-01-25
15152,12338,0.13,2026-01-25
15153,18280,0.27,2026-01-25
15154,26022,5.50,2026-01-25
15155,20653,77.64,2026-01-25
15156,20439,28.49,2026-01-25
15157,16735,39.22,2026-01-25
15158,19943,0.14,2026-01-25
15159,17043,0.43,2026-01-25
15160,22845,14.05,2026-01-25
15161,2474,24.02,2026-01-25
15162,24096,9.64,2026-01-25
15163,17427,0.14,2026-01-25
15164,7735,0.53,2026-01-25
15165,11592,2.13,2026-01-25
15166,15059,1.03,2026-01-25
15167,11752,0.18,2026-01-25
15168,1237,0.40,2026-01-25
15169,4710,0.72,2026-01-25
15170,2260,0.19,2026-01-25
15171,9780,1.02,2026-01-25
15172,26976,0.12,2026-01-25
15173,15050,0.33,2026-01-25
15174,1323,79.53,2026-01-25
15175,23493,12.92,2026-01-25
15176,13601,15.17,2026-01-25
15177,9856,0.32,2026-01-25
15178,1846,0.54,2026-01-25
15179,1036,0.42,2026-01-25
15180,21697,1.01,2026-01-25
15181,1075,13.36,2026-01-25
15182,16339,0.81,2026-01-25
15183,23190,2.83,2026-01-25
15184,12175,0.15,2026-01-25
15185,26431,0.33,2026-01-25
15186,995,0.24,2026-01-25
15187,8734,0.48,2026-01-25
15188,18528,0.37,2026-01-25
15189,7473,3.44,2026-01-25
15190,7006,2.32,2026-01-25
15191,4961,0.77,2026-01-25
15192,21666,2.76,2026-01-25
15193,18192,40.49,2026-01-25
15194,13400,0.93,2026-01-25
15195,26461,3.45,2026-01-25
15196,24046,7.68,2026-01-25
15197,853,1.02,2026-01-25
15198,202,1.04,2026-01-25
15199,25718,6.80,2026-01-25
15200,25456,11.81,2026-01-25
15201,26376,19.90,2026-01-25
15202,26896,0.32,2026-01-25
15203,8487,4.74,2026-01-25
15204,672,7.14,2026-01-25
15205,5957,14.45,2026-01-25
15206,15946,4.66,2026-01-25
15207,25053,7.28,2026-01-25
15208,12294,0.42,2026-01-25
15209,20491,6.19,2026-01-25
15210,4362,0.48,2026-01-25
15211,25021,3.00,2026-01-25
15212,8964,0.67,2026-01-25
15213,11208,10.82,2026-01-25
15214,13505,5.95,2026-01-25
15215,9876,17.57,2026-01-25
15216,22574,0.15,2026-01-25
15217,7664,0.29,2026-01-25
15218,20830,0.56,2026-01-25
15219,5862,0.15,2026-01-25
15220,25628,4.98,2026-01-25
15221,9512,23.71,2026-01-25
15222,4828,501.24,2026-01-25
15223,27045,0.18,2026-01-25
15224,20782,0.47,2026-01-25
15225,20071,0.45,2026-01-25
15226,8823,3.87,2026-01-25
15227,22835,0.28,2026-01-25
15228,25209,1.88,2026-01-25
15229,13184,2.54,2026-01-25
15230,8770,15.94,2026-01-25
15231,23266,39.98,2026-01-25
15232,13736,0.55,2026-01-25
15233,7565,23.58,2026-01-25
15234,22311,1.17,2026-01-25
15235,15026,12.75,2026-01-25
15236,6615,0.10,2026-01-25
15237,3972,0.22,2026-01-25
15238,6888,0.95,2026-01-25
15239,6971,3.38,2026-01-25
15240,8807,0.71,2026-01-25
15241,7561,6.83,2026-01-25
15242,2388,0.39,2026-01-25
15243,911,0.41,2026-01-25
15244,15676,2.63,2026-01-25
15245,8754,0.14,2026-01-25
15246,10734,0.39,2026-01-25
15247,16272,0.12,2026-01-25
15248,10963,0.32,2026-01-25
15249,8604,0.63,2026-01-25
15250,22167,0.78,2026-01-25
15251,16697,0.87,2026-01-25
15252,23074,4.71,2026-01-25
15253,12720,0.20,2026-01-25
15254,25905,0.80,2026-01-25
15255,19549,24.66,2026-01-25
15256,17901,1.40,2026-01-25
15257,1506,2.76,2026-01-25
15258,7326,0.29,2026-01-25
15259,15030,1.06,2026-01-25
15260,22116,0.85,2026-01-25
15261,8768,0.89,2026-01-25
15262,21310,10.34,2026-01-25
15263,7191,0.23,2026-01-25
15264,18041,0.09,2026-01-25
15265,1383,0.47,2026-01-25
15266,14618,74.99,2026-01-25
15267,4361,0.13,2026-01-25
15268,17839,0.47,2026-01-25
15269,21671,0.33,2026-01-25
15270,25713,0.60,2026-01-25
15271,17390,0.26,2026-01-25
15272,19480,1.48,2026-01-25
15273,15147,2.06,2026-01-25
15274,27091,0.53,2026-01-25
15275,4635,0.27,2026-01-25
15276,17559,0.65,2026-01-25
15277,19563,2.00,2026-01-25
15278,27011,0.83,2026-01-25
15279,2482,0.26,2026-01-25
15280,21833,5.00,2026-01-25
15281,22417,0.29,2026-01-25
15282,13837,4.19,2026-01-25
15283,26792,1.18,2026-01-25
15284,14794,6.17,2026-01-25
15285,3226,15.62,2026-01-25
15286,11642,49.99,2026-01-25
15287,6574,21.05,2026-01-25
15288,6233,0.33,2026-01-25
15289,4426,0.82,2026-01-25
15290,15803,33.11,2026-01-25
15291,25757,0.26,2026-01-25
15292,22294,1.46,2026-01-25
15293,11434,7.53,2026-01-25
15294,24340,12.67,2026-01-25
15295,22363,1.29,2026-01-25
15296,1157,0.42,2026-01-25
15297,9637,0.56,2026-01-25
15298,6611,3.09,2026-01-25
15299,1163,0.45,2026-01-25
15300,8313,1.01,2026-01-25
15301,5175,0.25,2026-01-25
15302,20727,1.12,2026-01-25
15303,26592,0.34,2026-01-25
15304,21552,2.41,2026-01-25
15305,6712,0.11,2026-01-25
15306,10307,0.52,2026-01-25
15307,8615,13.64,2026-01-25
15308,7518,199.99,2026-01-25
15309,13778,0.45,2026-01-25
15310,11511,2.84,2026-01-25
15311,567,0.30,2026-01-25
15312,18498,0.65,2026-01-25
15313,6894,0.42,2026-01-25
15314,13260,7.14,2026-01-25
15315,10917,0.35,2026-01-25
15316,15442,2.32,2026-01-25
15317,26738,0.67,2026-01-25
15318,19316,4.86,2026-01-25
15319,1288,12.91,2026-01-25
15320,11384,0.27,2026-01-25
15321,19887,1.71,2026-01-25
15322,26030,0.94,2026-01-25
15323,15271,5.67,2026-01-25
15324,21944,0.75,2026-01-25
15325,18444,5.43,2026-01-25
15326,7496,0.47,2026-01-25
15327,9313,7.32,2026-01-25
15328,10832,0.71,2026-01-25
15329,12868,0.16,2026-01-25
15330,665,0.34,2026-01-25
15331,22038,2.07,2026-01-25
15332,5734,0.99,2026-01-25
15333,12198,0.96,2026-01-25
15334,14721,15.12,2026-01-25
15335,18097,13.57,2026-01-25
15336,7365,0.21,2026-01-25
15337,16550,0.60,2026-01-25
15338,21004,0.25,2026-01-25
15339,9153,0.39,2026-01-25
15340,11264,3.43,2026-01-25
15341,15884,12.26,2026-01-25
15342,26120,0.25,2026-01-25
15343,3588,0.11,2026-01-25
15344,20107,1.35,2026-01-25
15345,11536,1.89,2026-01-25
15346,3619,1.67,2026-01-25
15347,21611,27.32,2026-01-25
15348,19467,1.24,2026-01-25
15349,12949,3.12,2026-01-25
15350,25900,0.32,2026-01-25
15351,3729,3.11,2026-01-25
15352,7281,48.82,2026-01-25
15353,8875,69.74,2026-01-25
15354,9398,545.00,2026-01-25
15355,13444,0.44,2026-01-25
15356,25598,0.93,2026-01-25
15357,23775,0.16,2026-01-25
15358,1018,0.34,2026-01-25
15359,3673,0.20,2026-01-25
15360,20442,0.60,2026-01-25
15361,10443,0.61,2026-01-25
15362,4077,35.80,2026-01-25
15363,1554,0.34,2026-01-25
15364,12425,0.22,2026-01-25
15365,18982,0.24,2026-01-25
15366,23212,0.97,2026-01-25
15367,20855,0.18,2026-01-25
15368,22557,0.52,2026-01-25
15369,11150,8.66,2026-01-25
15370,5447,2.19,2026-01-25
15371,17270,2.27,2026-01-25
15372,26320,6.32,2026-01-25
15373,5493,6.72,2026-01-25
15374,23585,0.76,2026-01-25
15375,3773,11.83,2026-01-25
15376,12358,0.22,2026-01-25
15377,7208,1.55,2026-01-25
15378,3466,2.42,2026-01-25
15379,3005,1.81,2026-01-25
15380,4342,25.46,2026-01-25
15381,14836,1.09,2026-01-25
15382,4282,2.34,2026-01-25
15383,19793,4.80,2026-01-25
15384,9161,18.79,2026-01-25
15385,11565,3.41,2026-01-25
15386,21885,50.00,2026-01-25
15387,11926,0.11,2026-01-25
15388,13264,0.54,2026-01-25
15389,18446,0.31,2026-01-25
15390,15521,3.28,2026-01-25
15391,14490,1.21,2026-01-25
15392,21235,6.04,2026-01-25
15393,17927,0.16,2026-01-25
15394,25777,0.47,2026-01-25
15395,5462,2.23,2026-01-25
15396,863,0.17,2026-01-25
15397,16055,0.32,2026-01-25
15398,4550,0.43,2026-01-25
15399,11531,0.15,2026-01-25
15400,9281,75.00,2026-01-25
15401,4409,11.80,2026-01-25
15402,23100,0.26,2026-01-25
15403,26384,0.63,2026-01-25
15404,9987,2.60,2026-01-25
15405,16134,0.80,2026-01-25
15406,22358,0.32,2026-01-25
15407,19949,0.75,2026-01-25
15408,9781,0.47,2026-01-25
15409,1666,2.99,2026-01-25
15410,18337,1.25,2026-01-25
15411,21024,1.97,2026-01-25
15412,1749,1.02,2026-01-25
15413,1988,5.73,2026-01-25
15414,25997,0.49,2026-01-25
15415,19837,2.42,2026-01-25
15416,12751,40.26,2026-01-25
15417,27037,0.29,2026-01-25
15418,19751,1.54,2026-01-25
15419,4308,0.17,2026-01-25
15420,6591,0.08,2026-01-25
15421,25924,0.65,2026-01-25
15422,12486,1.51,2026-01-25
15423,4200,489.99,2026-01-25
15424,20778,0.31,2026-01-25
15425,6829,0.65,2026-01-25
15426,13317,0.17,2026-01-25
15427,7980,0.47,2026-01-25
15428,14119,4.88,2026-01-25
15429,27049,5.74,2026-01-25
15430,6702,33.46,2026-01-25
15431,27006,1.25,2026-01-25
15432,24678,1.66,2026-01-25
15433,22184,0.18,2026-01-25
15434,10921,0.07,2026-01-25
15435,8962,4.27,2026-01-25
15436,24623,1.26,2026-01-25
15437,9675,5.03,2026-01-25
15438,5876,0.33,2026-01-25
15439,4887,0.96,2026-01-25
15440,1732,31.14,2026-01-25
15441,25194,0.25,2026-01-25
15442,8525,2.77,2026-01-25
15443,4903,0.46,2026-01-25
15444,9464,0.19,2026-01-25
15445,19579,0.71,2026-01-25
15446,23057,4.49,2026-01-25
15447,21339,7.61,2026-01-25
15448,17725,5.92,2026-01-25
15449,3783,80.80,2026-01-25
15450,1267,0.54,2026-01-25
15451,1354,65.00,2026-01-25
15452,16421,0.23,2026-01-25
15453,15517,0.59,2026-01-25
15454,22570,0.32,2026-01-25
15455,9284,0.53,2026-01-25
15456,6415,0.48,2026-01-25
15457,26899,0.27,2026-01-25
15458,17738,0.43,2026-01-25
15459,8714,0.15,2026-01-25
15460,24975,0.57,2026-01-25
15461,15427,12.49,2026-01-25
15462,22656,3.13,2026-01-25
15463,778,0.15,2026-01-25
15464,10412,0.30,2026-01-25
15465,3766,0.41,2026-01-25
15466,6001,6.98,2026-01-25
15467,9117,499.99,2026-01-25
15468,11167,0.56,2026-01-25
15469,13687,0.43,2026-01-25
15470,21784,1.76,2026-01-25
15471,2424,8.72,2026-01-25
15472,12776,0.75,2026-01-25
15473,10410,15.17,2026-01-25
15474,4668,2.71,2026-01-25
15475,12225,19.99,2026-01-25
15476,19118,0.29,2026-01-25
15477,1893,0.95,2026-01-25
15478,10551,0.13,2026-01-25
15479,26313,0.48,2026-01-25
15480,1046,0.55,2026-01-25
15481,2069,1.35,2026-01-25
15482,12855,0.94,2026-01-25
15483,21759,6.93,2026-01-25
15484,7653,0.43,2026-01-25
15485,11446,3.04,2026-01-25
15486,11165,0.52,2026-01-25
15487,9910,4.11,2026-01-25
15488,4299,11.14,2026-01-25
15489,15130,1.91,2026-01-25
15490,1264,0.68,2026-01-25
15491,26225,0.24,2026-01-25
15492,14990,0.33,2026-01-25
15493,10166,1.44,2026-01-25
15494,11141,1.35,2026-01-25
15495,1283,32.09,2026-01-25
15496,18049,0.58,2026-01-25
15497,5019,15.40,2026-01-25
15498,1073,10.17,2026-01-25
15499,25184,7.87,2026-01-25
15500,18940,0.40,2026-01-25
15501,21889,2.49,2026-01-25
15502,12152,0.52,2026-01-25
15503,1651,2.54,2026-01-25
15504,54,0.21,2026-01-25
15505,5605,0.43,2026-01-25
15506,9338,1.80,2026-01-25
15507,17583,5.00,2026-01-25
15508,14726,0.56,2026-01-25
15509,1096,3.24,2026-01-25
15510,19634,185.62,2026-01-25
15511,20123,90.81,2026-01-25
15512,18954,0.64,2026-01-25
15513,23754,3.03,2026-01-25
15514,18114,0.73,2026-01-25
15515,25212,10.14,2026-01-25
15516,23659,1.62,2026-01-25
15517,4559,49.94,2026-01-25
15518,22980,2.88,2026-01-25
15519,9662,0.93,2026-01-25
15520,2522,0.17,2026-01-25
15521,10961,0.42,2026-01-25
15522,12575,1.11,2026-01-25
15523,16354,1.42,2026-01-25
15524,17740,0.86,2026-01-25
15525,25981,1.08,2026-01-25
15526,17904,1.23,2026-01-25
15527,559,4.80,2026-01-25
15528,12765,0.30,2026-01-25
15529,15265,1.15,2026-01-25
15530,7062,1.47,2026-01-25
15531,15531,0.63,2026-01-25
15532,17624,0.37,2026-01-25
15533,12015,3.99,2026-01-25
15534,19587,0.60,2026-01-25
15535,19205,2.75,2026-01-25
15536,6699,0.21,2026-01-25
15537,4250,0.34,2026-01-25
15538,7745,1.10,2026-01-25
15539,12806,1.16,2026-01-25
15540,4100,8.42,2026-01-25
15541,17412,15.96,2026-01-25
15542,18238,0.73,2026-01-25
15543,25084,4.26,2026-01-25
15544,12340,0.30,2026-01-25
15545,8038,1.45,2026-01-25
15546,24434,0.51,2026-01-25
15547,19663,7.09,2026-01-25
15548,8289,10.20,2026-01-25
15549,15670,30.00,2026-01-25
15550,15727,75.96,2026-01-25
15551,17439,0.30,2026-01-25
15552,18546,1.44,2026-01-25
15553,2372,0.25,2026-01-25
15554,17851,0.51,2026-01-25
15555,5329,0.62,2026-01-25
15556,20154,59.95,2026-01-25
15557,6036,0.38,2026-01-25
15558,166,1.55,2026-01-25
15559,12600,0.71,2026-01-25
15560,11862,3.60,2026-01-25
15561,12217,0.18,2026-01-25
15562,8689,0.43,2026-01-25
15563,3746,46.78,2026-01-25
15564,12350,0.14,2026-01-25
15565,23515,0.39,2026-01-25
15566,9974,19.37,2026-01-25
15567,13255,3.95,2026-01-25
15568,14334,52.39,2026-01-25
15569,1555,59.78,2026-01-25
15570,18194,0.16,2026-01-25
15571,23216,0.37,2026-01-25
15572,11729,0.67,2026-01-25
15573,22657,0.71,2026-01-25
15574,7267,21.97,2026-01-25
15575,23578,2.10,2026-01-25
15576,4689,11.91,2026-01-25
15577,25220,3.57,2026-01-25
15578,13003,3.27,2026-01-25
15579,6990,23.82,2026-01-25
15580,8142,1.56,2026-01-25
15581,17603,3.03,2026-01-25
