issue_id,series_id,issue_number,title,publish_date,cover_price,page_count,notes
1605,45,510,Uprising of Steele,2020-10-08,0.12,64,Contains bonus pin-up gallery.
1606,56,235,Dawn of Ward,1958-08-17,0.35,28,Landmark story milestone.
1607,124,631,Inferno of Fox,1950-10-12,0.25,64,Reprints classic story with new framing pages.
1608,22,786,Uprising of Stone,1980-08-04,1.5,24,Reprints classic story with new framing pages.
1609,8,350,Chaos of Cross,2014-06-05,1.95,64,High print run; common in collections.
1610,29,390,Fallen of Burns,1949-03-12,0.15,36,Controversial issue banned in three states.
1611,100,674,Fracture of Morgan,1992-07-14,3.99,28,High print run; common in collections.
1612,271,571,Convergence of Steele,1950-08-13,1.5,24,Landmark story milestone.
1613,34,531,Descent of Morgan,1959-08-07,0.35,44,Part of a crossover event.
1614,20,107,Revelation of Morgan,1944-06-08,2.5,24,Reprints classic story with new framing pages.
1615,30,397,Reborn of Kane,2021-04-01,0.75,24,Reprints classic story with new framing pages.
1616,280,21,Oblivion of Hunt,2001-04-26,2.5,40,Reprints classic story with new framing pages.
1617,199,767,Revelation of Stark,1959-02-01,1,44,Contains bonus pin-up gallery.
1618,246,157,Fracture of Grant,2024-03-29,1.95,36,Controversial issue banned in three states.
1619,147,398,Chaos of Cross,1952-11-29,1.95,24,Direct edition only; no newsstand version.
1620,154,44,Fracture of Crane,1997-06-17,0.75,48,Controversial issue banned in three states.
1621,181,416,Legacy of Crane,1985-05-02,3.99,64,Contains bonus pin-up gallery.
1622,199,373,Eclipse of Flynn,1959-05-26,2.5,32,Double-sized anniversary issue.
1623,106,223,Uprising of Hunt,2001-10-04,0.5,100,Part of a crossover event.
1624,238,783,Legacy of Nash,1955-02-24,1.25,36,Direct edition only; no newsstand version.
1625,73,112,Descent of Fox,1976-02-04,1.25,100,Direct edition only; no newsstand version.
1626,27,223,Eclipse of Grant,1989-06-22,0.35,48,Double-sized anniversary issue.
1627,222,454,Reckoning of Stone,1997-02-02,2.5,100,Controversial issue banned in three states.
1628,140,697,Reborn of Steele,1994-05-14,2.5,100,High print run; common in collections.
1629,78,325,Fracture of Vale,1955-03-24,0.25,64,Part of a crossover event.
1630,272,644,Dawn of Kane,2019-12-26,0.15,28,Key first appearance issue.
1631,5,340,Shadows of Flynn,1961-09-25,1.95,36,Controversial issue banned in three states.
1632,110,68,Inferno of Price,2016-06-13,1.5,100,Contains bonus pin-up gallery.
1633,244,721,Convergence of Burns,2012-03-10,1.25,28,Double-sized anniversary issue.
1634,82,156,Convergence of Crane,2021-10-25,0.2,80,Reprints classic story with new framing pages.
1635,210,576,Descent of Stark,1956-03-14,1,36,Landmark story milestone.
1636,76,100,Dawn of Steele,1992-12-16,2.5,64,Direct edition only; no newsstand version.
1637,245,786,Reckoning of Hunt,1986-08-24,1.95,64,Reprints classic story with new framing pages.
1638,293,459,Reckoning of Stark,2014-01-14,1.95,44,Landmark story milestone.
1639,190,182,Fallen of Price,2018-10-10,1.25,48,Controversial issue banned in three states.
1640,57,650,Eclipse of Burns,2004-11-03,0.15,44,Reprints classic story with new framing pages.
1641,254,637,Reborn of Crane,1985-09-19,0.35,44,Low distribution; considered scarce.
1642,99,287,Resurgence of Morgan,1995-01-23,4.99,44,Controversial issue banned in three states.
1643,27,245,Vendetta of Holt,1999-07-26,3.99,48,Part of a crossover event.
1644,21,768,Fracture of Voss,2021-01-22,1.5,80,Key first appearance issue.
1645,67,11,Reborn of Morgan,2018-12-31,1.25,48,High print run; common in collections.
1646,241,398,Dawn of Holt,2022-04-06,2.5,44,Part of a crossover event.
1647,263,417,Eclipse of Steele,2003-02-01,1.95,40,Double-sized anniversary issue.
1648,99,289,Chaos of Voss,1992-11-08,3.99,28,Part of a crossover event.
1649,261,24,Fallen of Kane,1955-07-19,0.75,28,Controversial issue banned in three states.
1650,192,158,Reborn of Vale,1988-06-16,0.15,28,Key first appearance issue.
1651,7,633,Shadows of Steele,1960-08-26,3.99,44,Landmark story milestone.
1652,63,722,Fallen of Stone,1995-07-10,0.15,32,Landmark story milestone.
1653,47,444,Revelation of Stone,1976-01-08,0.12,28,Direct edition only; no newsstand version.
1654,165,543,Uprising of Stark,1982-07-04,0.5,64,Reprints classic story with new framing pages.
1655,96,295,Reborn of Drake,2018-01-18,3.99,32,Double-sized anniversary issue.
1656,4,181,Uprising of Holt,1973-03-23,0.25,80,Reprints classic story with new framing pages.
1657,97,720,Shadows of Stone,1963-10-13,0.35,44,High print run; common in collections.
1658,84,651,Reborn of Burns,1959-06-05,2.99,80,Low distribution; considered scarce.
1659,112,257,Inferno of Vale,1985-04-07,0.1,40,Low distribution; considered scarce.
1660,83,64,Shadows of Stark,2017-05-13,1.95,24,Reprints classic story with new framing pages.
1661,221,691,Fracture of Morgan,1983-06-13,0.15,44,Reprints classic story with new framing pages.
1662,186,583,Chaos of Flynn,1990-12-15,3.99,44,Contains bonus pin-up gallery.
1663,190,308,Oblivion of Flynn,2023-08-09,0.5,36,Reprints classic story with new framing pages.
1664,88,708,Inferno of Crane,1998-12-16,3.99,64,Part of a crossover event.
1665,207,476,Fracture of Steele,2013-10-19,0.25,48,Direct edition only; no newsstand version.
1666,13,325,Nemesis of Steele,1984-07-04,2.5,44,Key first appearance issue.
1667,223,155,Reborn of Cross,1964-11-16,0.5,28,Key first appearance issue.
1668,201,154,Chaos of Flynn,2015-08-05,0.5,24,Contains bonus pin-up gallery.
1669,201,311,Descent of Holt,2008-07-20,0.75,36,Contains bonus pin-up gallery.
1670,256,446,Convergence of Stark,2000-10-31,0.12,44,Landmark story milestone.
1671,35,723,Oblivion of Price,2008-10-24,1.25,32,High print run; common in collections.
1672,266,222,Legacy of Stark,1960-03-03,0.1,40,Controversial issue banned in three states.
1673,174,319,Shattered of Crane,2017-10-07,0.2,100,Controversial issue banned in three states.
1674,272,350,Inferno of Steele,1999-08-24,1.95,100,Contains bonus pin-up gallery.
1675,33,458,Inferno of Crane,1981-02-06,0.75,36,Part of a crossover event.
1676,120,650,Oblivion of Holt,1989-01-04,1.5,100,Part of a crossover event.
1677,100,330,Reborn of Vale,1987-11-08,0.75,36,Contains bonus pin-up gallery.
1678,289,20,Eclipse of Cole,2000-07-15,0.2,48,Controversial issue banned in three states.
1679,165,542,Oblivion of Fox,1979-06-16,1,28,Contains bonus pin-up gallery.
1680,200,198,Chaos of Steele,2024-09-29,1.95,24,Contains bonus pin-up gallery.
1681,127,649,Reckoning of Flynn,2013-01-03,1.95,100,Contains bonus pin-up gallery.
1682,288,280,Eclipse of Stark,1996-07-22,1.5,100,Double-sized anniversary issue.
1683,103,662,Uprising of Price,1959-03-30,0.2,40,Key first appearance issue.
1684,100,517,Vendetta of Vale,1996-09-28,2.5,48,Key first appearance issue.
1685,153,210,Fallen of Burns,1970-12-05,0.1,24,Direct edition only; no newsstand version.
1686,41,477,Fallen of Fox,2005-07-15,2.5,80,Controversial issue banned in three states.
1687,228,322,Rising of Holt,2022-01-08,3.99,40,High print run; common in collections.
1688,233,167,Reborn of Steele,2017-08-06,1.5,24,Landmark story milestone.
1689,27,566,Oblivion of Nash,1992-04-28,0.25,44,Direct edition only; no newsstand version.
1690,282,644,Legacy of Flynn,1977-02-21,2.5,32,Part of a crossover event.
1691,18,290,Eclipse of Hunt,2021-03-21,0.12,80,Key first appearance issue.
1692,68,66,Shadows of Steele,1992-07-23,0.25,28,Double-sized anniversary issue.
1693,84,95,Inferno of Nash,1957-08-20,1.5,28,Direct edition only; no newsstand version.
1694,176,505,Nemesis of Grant,2010-05-23,0.12,80,Direct edition only; no newsstand version.
1695,203,562,Shadows of Stone,2000-12-14,3.99,32,Landmark story milestone.
1696,134,246,Dawn of Grant,2006-03-14,0.1,24,High print run; common in collections.
1697,246,44,Revelation of Vale,1984-11-25,0.25,32,Double-sized anniversary issue.
1698,164,397,Nemesis of Morgan,2006-03-30,1.25,64,Key first appearance issue.
1699,213,70,Dawn of Stone,2020-03-02,0.12,36,High print run; common in collections.
1700,299,8,Inferno of Voss,1974-10-03,1.95,80,Controversial issue banned in three states.
1701,204,156,Descent of Morgan,1989-10-10,1.25,40,Double-sized anniversary issue.
1702,192,398,Convergence of Stone,1998-06-17,1,44,High print run; common in collections.
1703,168,403,Rising of Burns,1978-09-05,3.99,24,Contains bonus pin-up gallery.
1704,263,210,Convergence of Kane,2001-05-25,0.12,48,Landmark story milestone.
1705,106,778,Reborn of Burns,2001-03-30,0.5,100,Low distribution; considered scarce.
1706,185,56,Revelation of Hunt,1998-03-15,1,36,Double-sized anniversary issue.
1707,13,13,Uprising of Cross,1999-10-20,1.5,36,Contains bonus pin-up gallery.
1708,199,469,Nemesis of Price,1956-05-05,0.35,64,Contains bonus pin-up gallery.
1709,288,293,Revelation of Voss,2016-10-07,0.2,24,Key first appearance issue.
1710,26,12,Chaos of Morgan,2019-10-22,1.25,64,Direct edition only; no newsstand version.
1711,291,100,Dawn of Nash,1960-02-27,0.5,36,Direct edition only; no newsstand version.
1712,191,287,Legacy of Morgan,2005-05-31,1.25,24,Landmark story milestone.
1713,155,270,Fracture of Stone,1995-08-04,0.2,24,Contains bonus pin-up gallery.
1714,90,116,Shadows of Vale,1977-08-24,3.99,100,Double-sized anniversary issue.
1715,140,24,Reborn of Stark,1989-01-11,0.15,32,High print run; common in collections.
1716,34,695,Nemesis of Morgan,1959-06-17,0.12,64,Direct edition only; no newsstand version.
1717,239,180,Reckoning of Hunt,2019-08-17,0.12,28,Low distribution; considered scarce.
1718,145,208,Chaos of Morgan,2020-05-16,1,36,High print run; common in collections.
1719,230,666,Dawn of Hunt,1960-01-16,2.99,80,Contains bonus pin-up gallery.
1720,119,294,Inferno of Voss,1999-01-23,1.95,64,Contains bonus pin-up gallery.
1721,279,383,Inferno of Grant,1957-09-04,0.25,44,Part of a crossover event.
1722,209,595,Nemesis of Nash,1981-08-10,3.99,44,Low distribution; considered scarce.
1723,76,692,Descent of Crane,1995-03-09,1.95,48,Landmark story milestone.
1724,130,341,Inferno of Fox,2009-02-01,3.99,80,Controversial issue banned in three states.
1725,22,519,Fallen of Price,1973-05-29,1.5,80,Controversial issue banned in three states.
1726,294,211,Nemesis of Voss,2011-07-26,2.99,28,Double-sized anniversary issue.
1727,279,533,Rising of Hunt,1954-12-10,0.1,40,Double-sized anniversary issue.
1728,85,701,Eclipse of Stark,2006-03-04,0.2,44,Part of a crossover event.
1729,281,536,Nemesis of Vale,2014-11-10,1.95,48,Landmark story milestone.
1730,116,660,Fracture of Steele,1960-03-08,0.5,24,Double-sized anniversary issue.
1731,56,148,Shadows of Burns,1960-10-11,0.75,48,Low distribution; considered scarce.
1732,108,654,Rising of Stone,1951-01-14,0.1,24,Key first appearance issue.
1733,152,213,Convergence of Voss,1965-11-11,0.15,40,Contains bonus pin-up gallery.
1734,61,367,Nemesis of Morgan,1987-06-19,1.25,44,Direct edition only; no newsstand version.
1735,192,312,Legacy of Price,1991-09-04,4.99,100,Reprints classic story with new framing pages.
1736,22,33,Oblivion of Flynn,1980-01-16,1.95,24,Low distribution; considered scarce.
1737,243,771,Descent of Kane,1989-08-10,2.99,100,Reprints classic story with new framing pages.
1738,180,28,Nemesis of Drake,2020-12-27,4.99,28,Contains bonus pin-up gallery.
1739,130,85,Revelation of Kane,2008-01-25,3.99,48,Part of a crossover event.
1740,124,481,Dawn of Flynn,1954-07-16,1.25,80,Contains bonus pin-up gallery.
1741,111,421,Rising of Morgan,1970-11-18,0.25,100,Key first appearance issue.
1742,260,71,Resurgence of Cross,2015-11-15,3.99,40,Reprints classic story with new framing pages.
1743,199,670,Dawn of Holt,1961-01-06,0.2,80,Contains bonus pin-up gallery.
1744,90,301,Convergence of Drake,1997-04-07,1.25,100,Part of a crossover event.
1745,219,704,Fallen of Voss,1972-11-02,0.5,64,Contains bonus pin-up gallery.
1746,128,397,Convergence of Ward,1973-04-04,0.12,40,Controversial issue banned in three states.
1747,115,700,Reborn of Stark,1977-07-05,0.75,64,Landmark story milestone.
1748,52,143,Fallen of Price,2011-09-09,0.1,64,Contains bonus pin-up gallery.
1749,188,441,Reckoning of Cole,2018-09-14,1.95,80,Landmark story milestone.
1750,215,35,Chaos of Crane,1989-08-28,2.99,28,Landmark story milestone.
1751,45,681,Inferno of Stark,1994-07-29,2.5,80,High print run; common in collections.
1752,71,25,Convergence of Voss,1979-11-10,0.35,36,Contains bonus pin-up gallery.
1753,280,571,Chaos of Stark,2014-09-30,0.15,32,Reprints classic story with new framing pages.
1754,212,574,Dawn of Vale,1954-05-24,0.5,32,Low distribution; considered scarce.
1755,69,12,Inferno of Drake,1970-05-20,0.1,28,Double-sized anniversary issue.
1756,137,544,Reckoning of Burns,1952-04-14,0.25,44,High print run; common in collections.
1757,246,219,Uprising of Stark,2018-12-10,4.99,64,High print run; common in collections.
1758,51,398,Descent of Grant,2012-11-13,0.15,32,Controversial issue banned in three states.
1759,262,779,Shadows of Stark,1956-01-17,0.15,100,Controversial issue banned in three states.
1760,127,772,Legacy of Nash,2022-01-22,0.75,40,Direct edition only; no newsstand version.
1761,31,44,Eclipse of Ward,2020-09-07,0.1,36,Part of a crossover event.
1762,201,621,Revelation of Steele,2015-02-02,4.99,100,Double-sized anniversary issue.
1763,209,774,Convergence of Vale,2023-12-17,1.25,64,Landmark story milestone.
1764,222,32,Legacy of Voss,2015-11-28,0.15,32,Key first appearance issue.
1765,190,403,Chaos of Fox,2021-02-10,1.5,40,Double-sized anniversary issue.
1766,168,482,Resurgence of Stark,1980-10-27,2.5,100,Double-sized anniversary issue.
1767,294,481,Eclipse of Voss,2011-07-17,4.99,44,Double-sized anniversary issue.
1768,265,647,Shadows of Holt,1999-04-19,1,40,Low distribution; considered scarce.
1769,263,321,Eclipse of Vale,1985-06-10,0.5,44,Low distribution; considered scarce.
1770,99,344,Resurgence of Crane,2023-01-30,1,40,Reprints classic story with new framing pages.
1771,218,787,Shattered of Steele,2020-02-11,1.25,36,Part of a crossover event.
1772,278,329,Uprising of Fox,1976-05-26,0.35,28,Low distribution; considered scarce.
1773,127,613,Eclipse of Cross,2012-08-12,4.99,44,High print run; common in collections.
1774,201,735,Chaos of Hunt,2015-11-12,3.99,80,Part of a crossover event.
1775,75,621,Shadows of Holt,1982-06-05,0.2,48,Double-sized anniversary issue.
1776,202,69,Uprising of Holt,2017-01-07,4.99,64,Double-sized anniversary issue.
1777,299,524,Reborn of Crane,1973-07-21,0.5,40,Key first appearance issue.
1778,219,502,Shattered of Kane,2019-05-08,4.99,48,Direct edition only; no newsstand version.
1779,161,144,Convergence of Kane,1989-09-18,1.95,24,Key first appearance issue.
1780,36,111,Descent of Grant,1977-06-11,1,32,Landmark story milestone.
1781,217,41,Reborn of Drake,1961-05-19,0.1,28,Part of a crossover event.
1782,142,441,Revelation of Vale,2000-05-17,0.75,100,Reprints classic story with new framing pages.
1783,293,566,Inferno of Vale,2014-12-28,0.25,24,Double-sized anniversary issue.
1784,300,781,Revelation of Cross,2020-11-20,2.5,36,Double-sized anniversary issue.
1785,9,94,Reborn of Price,1970-08-06,1,64,Landmark story milestone.
1786,49,417,Revelation of Vale,1981-01-16,3.99,100,Controversial issue banned in three states.
1787,89,287,Rising of Morgan,2016-03-27,0.75,40,Direct edition only; no newsstand version.
1788,297,615,Nemesis of Fox,1949-08-27,0.5,36,Landmark story milestone.
1789,42,730,Fracture of Fox,2021-08-01,0.25,48,Reprints classic story with new framing pages.
1790,195,555,Chaos of Stone,1976-01-25,4.99,48,Double-sized anniversary issue.
1791,176,22,Oblivion of Cole,2011-10-22,2.5,64,Reprints classic story with new framing pages.
1792,106,148,Shadows of Price,2003-03-08,2.5,32,Direct edition only; no newsstand version.
1793,107,322,Inferno of Ward,1993-11-21,1,36,Low distribution; considered scarce.
1794,119,615,Oblivion of Morgan,2006-07-06,0.75,28,Contains bonus pin-up gallery.
1795,12,586,Inferno of Nash,1996-06-11,2.5,24,Contains bonus pin-up gallery.
1796,224,457,Legacy of Voss,2024-06-25,2.99,40,Part of a crossover event.
1797,118,376,Chaos of Stark,1979-01-27,0.35,32,High print run; common in collections.
1798,300,530,Shattered of Cole,2021-10-22,0.5,24,Direct edition only; no newsstand version.
1799,187,779,Revelation of Voss,1963-01-29,0.35,28,Reprints classic story with new framing pages.
1800,284,257,Shadows of Cole,2016-02-21,1,64,Controversial issue banned in three states.
1801,151,447,Chaos of Cross,1970-03-06,0.75,48,Low distribution; considered scarce.
1802,86,69,Revelation of Voss,2021-05-08,0.12,100,Controversial issue banned in three states.
1803,148,482,Legacy of Cross,2008-07-30,0.75,24,High print run; common in collections.
1804,40,792,Rising of Holt,1945-05-18,0.35,80,Landmark story milestone.
1805,237,780,Inferno of Cross,2022-02-07,0.25,80,Controversial issue banned in three states.
1806,126,9,Eclipse of Cross,1983-10-29,1,80,Key first appearance issue.
1807,257,59,Nemesis of Steele,2001-04-25,0.35,24,Contains bonus pin-up gallery.
1808,80,248,Shattered of Nash,2004-12-07,1,64,High print run; common in collections.
1809,233,728,Rising of Vale,2016-12-24,0.35,100,Key first appearance issue.
1810,35,140,Reckoning of Burns,2009-02-11,3.99,80,Contains bonus pin-up gallery.
1811,203,555,Nemesis of Cole,2018-09-08,3.99,80,Part of a crossover event.
1812,296,770,Chaos of Cole,2022-07-18,2.99,32,Double-sized anniversary issue.
1813,256,38,Uprising of Voss,1973-04-29,1.95,40,Landmark story milestone.
1814,212,385,Vendetta of Nash,1978-04-28,0.1,44,Contains bonus pin-up gallery.
1815,102,17,Uprising of Crane,1973-06-01,0.25,64,Reprints classic story with new framing pages.
1816,72,406,Revelation of Steele,1973-07-18,0.1,36,Contains bonus pin-up gallery.
1817,130,409,Fracture of Fox,2016-12-01,1.95,36,Contains bonus pin-up gallery.
1818,67,53,Revelation of Steele,2016-08-30,0.2,40,Part of a crossover event.
1819,28,477,Nemesis of Crane,1996-09-22,0.15,100,Low distribution; considered scarce.
1820,182,565,Oblivion of Drake,1998-12-26,4.99,28,Part of a crossover event.
1821,170,318,Resurgence of Cross,1950-02-01,0.1,28,Controversial issue banned in three states.
1822,288,62,Reckoning of Cole,2002-02-04,0.5,80,Part of a crossover event.
1823,13,414,Eclipse of Price,2012-03-22,3.99,44,Reprints classic story with new framing pages.
1824,168,377,Dawn of Cole,1979-10-13,0.2,64,Contains bonus pin-up gallery.
1825,222,38,Descent of Hunt,2012-01-21,0.15,32,Direct edition only; no newsstand version.
1826,170,732,Fracture of Holt,1952-09-14,0.25,32,High print run; common in collections.
1827,48,283,Nemesis of Vale,1991-03-22,0.12,24,Low distribution; considered scarce.
1828,7,200,Legacy of Hunt,1955-12-26,0.5,48,Controversial issue banned in three states.
1829,219,582,Chaos of Stone,2012-01-29,0.1,28,Controversial issue banned in three states.
1830,20,745,Oblivion of Voss,1949-11-29,0.75,64,Controversial issue banned in three states.
1831,253,82,Fracture of Flynn,1978-07-24,1.95,64,Low distribution; considered scarce.
1832,296,562,Eclipse of Flynn,2024-04-06,0.25,100,Double-sized anniversary issue.
1833,143,609,Revelation of Vale,1991-07-10,0.1,48,Contains bonus pin-up gallery.
1834,140,522,Vendetta of Stark,1989-09-06,2.5,24,Reprints classic story with new framing pages.
1835,154,110,Fallen of Grant,2002-07-23,0.75,36,High print run; common in collections.
1836,238,101,Descent of Cole,1950-09-20,1.95,48,Direct edition only; no newsstand version.
1837,215,307,Shadows of Vale,1988-11-09,0.35,100,Contains bonus pin-up gallery.
1838,34,322,Dawn of Crane,1963-09-10,2.5,48,Controversial issue banned in three states.
1839,213,32,Eclipse of Nash,2019-04-23,0.2,40,High print run; common in collections.
1840,250,406,Reborn of Stone,1989-07-07,2.5,48,High print run; common in collections.
1841,147,626,Convergence of Flynn,1954-06-16,0.35,100,Part of a crossover event.
1842,193,104,Shadows of Voss,2005-09-19,0.1,32,Double-sized anniversary issue.
1843,220,95,Fallen of Drake,1999-01-18,0.1,64,Controversial issue banned in three states.
1844,17,299,Inferno of Nash,1962-12-27,0.15,24,Controversial issue banned in three states.
1845,159,103,Dawn of Hunt,1963-05-28,0.15,24,Reprints classic story with new framing pages.
1846,1,175,Nemesis of Stark,1990-04-01,0.2,40,Reprints classic story with new framing pages.
1847,150,539,Shadows of Price,2023-08-10,1.25,32,Landmark story milestone.
1848,237,267,Convergence of Cole,2022-05-26,0.2,64,Reprints classic story with new framing pages.
1849,115,291,Dawn of Ward,2008-10-25,1.5,32,Contains bonus pin-up gallery.
1850,232,522,Vendetta of Burns,1973-03-09,2.5,48,High print run; common in collections.
1851,159,335,Uprising of Vale,1970-12-10,3.99,32,Controversial issue banned in three states.
1852,19,61,Reborn of Kane,1973-10-12,0.25,28,Contains bonus pin-up gallery.
1853,65,741,Shadows of Burns,1967-05-26,1.5,44,Reprints classic story with new framing pages.
1854,123,446,Legacy of Kane,2007-03-16,1.25,36,Contains bonus pin-up gallery.
1855,18,161,Nemesis of Stone,2018-01-31,1.95,28,Key first appearance issue.
1856,17,399,Convergence of Stark,1968-04-24,3.99,48,Part of a crossover event.
1857,231,335,Legacy of Flynn,1980-12-17,0.35,24,Controversial issue banned in three states.
1858,129,96,Oblivion of Flynn,1992-08-26,0.25,24,Controversial issue banned in three states.
1859,123,619,Oblivion of Holt,2010-01-01,0.5,32,Direct edition only; no newsstand version.
1860,20,647,Inferno of Flynn,1938-06-01,1.95,44,Key first appearance issue.
1861,54,791,Resurgence of Stone,2011-08-29,0.5,32,Part of a crossover event.
1862,259,544,Nemesis of Cole,2013-02-18,0.5,48,Key first appearance issue.
1863,233,552,Fracture of Drake,2017-08-17,1.25,44,Key first appearance issue.
1864,209,643,Shadows of Stark,2018-11-14,2.99,64,Reprints classic story with new framing pages.
1865,293,323,Reborn of Vale,2014-08-03,3.99,40,Low distribution; considered scarce.
1866,20,685,Reborn of Holt,1948-04-17,2.5,40,Key first appearance issue.
1867,272,42,Revelation of Fox,1997-04-13,0.75,48,Key first appearance issue.
1868,221,78,Chaos of Grant,1983-04-08,2.99,24,Double-sized anniversary issue.
1869,157,680,Dawn of Stark,2021-09-06,0.5,80,Double-sized anniversary issue.
1870,148,241,Nemesis of Grant,1989-03-13,1.5,32,Double-sized anniversary issue.
1871,103,702,Legacy of Voss,1950-02-28,1.5,36,Contains bonus pin-up gallery.
1872,11,133,Chaos of Cross,2007-02-12,1.25,40,Direct edition only; no newsstand version.
1873,83,209,Convergence of Nash,2019-05-24,0.2,40,Low distribution; considered scarce.
1874,278,562,Shadows of Voss,1979-07-06,0.25,28,Key first appearance issue.
1875,123,798,Chaos of Cross,1969-12-02,0.2,64,Part of a crossover event.
1876,63,785,Descent of Fox,2015-06-14,0.2,64,Reprints classic story with new framing pages.
1877,143,86,Inferno of Voss,1991-05-28,1.95,32,Direct edition only; no newsstand version.
1878,97,257,Reckoning of Price,1973-03-26,0.15,28,Controversial issue banned in three states.
1879,75,165,Resurgence of Grant,1986-05-06,0.5,64,Part of a crossover event.
1880,16,399,Legacy of Kane,1969-10-25,2.5,36,Controversial issue banned in three states.
1881,98,653,Oblivion of Hunt,2022-12-06,0.15,36,Contains bonus pin-up gallery.
1882,286,397,Eclipse of Nash,2021-04-08,0.5,24,Key first appearance issue.
1883,232,4,Reborn of Nash,1957-11-16,0.1,44,Part of a crossover event.
1884,213,8,Eclipse of Fox,2022-05-29,0.15,32,Landmark story milestone.
1885,267,785,Rising of Hunt,1955-04-19,0.25,64,Contains bonus pin-up gallery.
1886,284,744,Eclipse of Kane,2017-07-18,0.12,44,High print run; common in collections.
1887,160,436,Vendetta of Drake,1953-07-03,0.2,24,Low distribution; considered scarce.
1888,71,389,Fallen of Holt,1992-03-04,1.5,48,Landmark story milestone.
1889,272,77,Oblivion of Burns,2003-04-27,1.25,48,Key first appearance issue.
1890,14,336,Convergence of Voss,1994-05-24,0.25,80,Reprints classic story with new framing pages.
1891,52,117,Rising of Holt,2016-02-17,1.5,44,Landmark story milestone.
1892,94,218,Reborn of Voss,2010-06-18,0.75,24,Low distribution; considered scarce.
1893,160,773,Descent of Voss,1953-07-17,1.25,80,Low distribution; considered scarce.
1894,52,771,Dawn of Burns,2017-01-19,2.99,28,Part of a crossover event.
1895,138,54,Fallen of Voss,2011-06-28,0.2,100,Key first appearance issue.
1896,55,489,Dawn of Stark,2020-12-21,1.95,48,Double-sized anniversary issue.
1897,55,163,Reborn of Grant,1964-09-17,0.75,28,Part of a crossover event.
1898,87,665,Reborn of Kane,1985-08-11,0.1,64,High print run; common in collections.
1899,65,756,Resurgence of Vale,1969-03-12,2.99,24,Double-sized anniversary issue.
1900,140,748,Uprising of Stark,1992-06-20,0.75,24,Direct edition only; no newsstand version.
1901,109,683,Nemesis of Stone,2023-11-17,1.25,44,Controversial issue banned in three states.
1902,208,422,Reborn of Burns,1996-12-31,1,36,Reprints classic story with new framing pages.
1903,64,262,Shattered of Stark,2020-11-06,0.1,28,Direct edition only; no newsstand version.
1904,98,708,Fallen of Hunt,2014-09-04,0.35,100,Landmark story milestone.
1905,128,729,Dawn of Vale,1978-12-11,0.75,24,Landmark story milestone.
1906,203,224,Chaos of Kane,1999-12-19,0.1,36,Landmark story milestone.
1907,8,110,Eclipse of Stone,2020-04-09,3.99,32,Controversial issue banned in three states.
1908,64,333,Legacy of Ward,2018-07-17,1,64,High print run; common in collections.
1909,75,399,Inferno of Stone,1980-04-10,0.75,64,Contains bonus pin-up gallery.
1910,141,51,Chaos of Morgan,1989-08-16,2.99,64,Controversial issue banned in three states.
1911,32,767,Fracture of Cole,1951-05-04,1.25,36,Direct edition only; no newsstand version.
1912,57,145,Vendetta of Holt,2008-11-18,0.35,48,Key first appearance issue.
1913,243,67,Reborn of Fox,1992-11-17,1.95,40,High print run; common in collections.
1914,231,705,Chaos of Stark,1984-01-05,2.5,40,Controversial issue banned in three states.
1915,246,449,Fallen of Morgan,1992-11-22,0.75,64,Direct edition only; no newsstand version.
1916,113,522,Fallen of Kane,1991-07-02,1,44,Double-sized anniversary issue.
1917,131,279,Resurgence of Burns,1983-06-08,2.5,24,Landmark story milestone.
1918,291,248,Vendetta of Holt,1957-10-22,0.75,80,Reprints classic story with new framing pages.
1919,295,188,Oblivion of Cole,1944-12-21,0.1,32,Key first appearance issue.
1920,168,430,Reborn of Flynn,1991-11-05,0.1,64,High print run; common in collections.
1921,96,751,Vendetta of Crane,2001-11-13,1,40,Reprints classic story with new framing pages.
1922,103,412,Shattered of Hunt,1957-01-19,1.95,28,Direct edition only; no newsstand version.
1923,242,201,Revelation of Flynn,2024-01-07,0.12,44,Part of a crossover event.
1924,242,546,Eclipse of Stark,2006-10-26,0.75,48,Double-sized anniversary issue.
1925,9,106,Reborn of Steele,1968-09-16,0.75,48,Key first appearance issue.
1926,105,423,Descent of Voss,2021-08-14,0.2,80,Contains bonus pin-up gallery.
1927,70,756,Uprising of Stone,1956-11-25,1.95,28,Key first appearance issue.
1928,132,602,Legacy of Kane,1944-01-19,1,100,Contains bonus pin-up gallery.
1929,108,349,Revelation of Price,1948-07-10,0.2,28,Low distribution; considered scarce.
1930,275,780,Revelation of Drake,2022-06-10,4.99,40,Double-sized anniversary issue.
1931,86,502,Uprising of Crane,1998-04-15,1.5,28,Landmark story milestone.
1932,258,235,Reborn of Holt,1992-01-27,0.1,48,Part of a crossover event.
1933,183,570,Convergence of Morgan,1953-02-22,0.2,100,Key first appearance issue.
1934,141,177,Convergence of Vale,1978-08-21,0.12,32,High print run; common in collections.
1935,108,136,Vendetta of Fox,1949-02-08,0.12,64,High print run; common in collections.
1936,69,121,Uprising of Nash,1966-05-09,1.25,48,Controversial issue banned in three states.
1937,33,163,Oblivion of Ward,1985-09-04,0.1,32,Part of a crossover event.
1938,18,180,Legacy of Kane,2019-12-24,0.15,32,High print run; common in collections.
1939,38,426,Rising of Crane,1970-10-17,0.75,32,Low distribution; considered scarce.
